[INFO] [1790226160.699030047] [sage_energy_monitor]: SAGE energy monitor started.
[INFO] [1790226160.700206312] [sage_energy_monitor]: Cruise speed 1.0 m/s | reserve 0.20
[INFO] [1790226161.550581852] [sage_energy_monitor]: ENERGY | remaining=99.2 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.9 m | return_time=5 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790226162.548772730] [sage_energy_monitor]: ENERGY | remaining=99.2 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.6 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790226163.549910923] [sage_energy_monitor]: ENERGY | remaining=99.1 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.4 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790226164.551480748] [sage_energy_monitor]: ENERGY | remaining=99.1 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.6 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790226165.549860066] [sage_energy_monitor]: ENERGY | remaining=99.0 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.8 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790226166.549407234] [sage_energy_monitor]: ENERGY | remaining=99.0 % | voltage=16.18 V | drain_rate=0.046 %/s | home_distance=0.8 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.8 %
[INFO] [1790226167.550336880] [sage_energy_monitor]: ENERGY | remaining=98.9 % | voltage=16.18 V | drain_rate=0.044 %/s | home_distance=0.7 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.8 %
[INFO] [1790226168.549367472] [sage_energy_monitor]: ENERGY | remaining=98.9 % | voltage=16.18 V | drain_rate=0.044 %/s | home_distance=0.6 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.7 %
[INFO] [1790226169.551394714] [sage_energy_monitor]: ENERGY | remaining=98.9 % | voltage=16.18 V | drain_rate=0.044 %/s | home_distance=0.5 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.7 %
[INFO] [1790226170.549014878] [sage_energy_monitor]: ENERGY | remaining=98.8 % | voltage=16.18 V | drain_rate=0.043 %/s | home_distance=0.4 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.7 %
[INFO] [1790226171.550133991] [sage_energy_monitor]: ENERGY | remaining=98.8 % | voltage=16.18 V | drain_rate=0.043 %/s | home_distance=0.3 m | return_time=3 s | return_cost=0.1 % | margin_after_return=78.6 %
[INFO] [1790226172.561216987] [sage_energy_monitor]: ENERGY | remaining=98.8 % | voltage=16.18 V | drain_rate=0.042 %/s | home_distance=0.2 m | return_time=3 s | return_cost=0.1 % | margin_after_return=78.6 %
[INFO] [1790226173.549833184] [sage_energy_monitor]: ENERGY | remaining=98.7 % | voltage=16.18 V | drain_rate=0.042 %/s | home_distance=0.1 m | return_time=3 s | return_cost=0.1 % | margin_after_return=78.6 %
[INFO] [1790226174.552918935] [sage_energy_monitor]: ENERGY | remaining=98.7 % | voltage=16.18 V | drain_rate=0.042 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.5 %
[INFO] [1790226175.548855125] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=0.042 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.5 %
[INFO] [1790226176.554580601] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=0.042 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.4 %
[INFO] [1790226177.551701486] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=0.042 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.4 %
[INFO] [1790226178.548871084] [sage_energy_monitor]: ENERGY | remaining=98.5 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.3 %
[INFO] [1790226179.550216121] [sage_energy_monitor]: ENERGY | remaining=98.5 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.3 %
[INFO] [1790226180.549155278] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.3 %
[INFO] [1790226181.550513945] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.2 %
[INFO] [1790226182.551553976] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.2 %
[INFO] [1790226183.548798111] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.1 %
[INFO] [1790226184.550328854] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.1 %
[INFO] [1790226185.549480710] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.1 %
[INFO] [1790226186.550629279] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.0 %
[INFO] [1790226187.552553693] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.0 %
[INFO] [1790226188.551648669] [sage_energy_monitor]: ENERGY | remaining=98.1 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.9 %
[INFO] [1790226189.556526509] [sage_energy_monitor]: ENERGY | remaining=98.1 % | voltage=16.16 V | drain_rate=0.041 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.9 %
[INFO] [1790226190.557805003] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.041 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.9 %
[INFO] [1790226191.551180168] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.041 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.8 %
[INFO] [1790226192.549937894] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.040 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.8 %
[INFO] [1790226193.548916331] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.040 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.7 %
[INFO] [1790226194.550847961] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.040 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.7 %
[INFO] [1790226195.554390015] [sage_energy_monitor]: ENERGY | remaining=97.8 % | voltage=16.16 V | drain_rate=0.040 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.7 %
[INFO] [1790226196.549983045] [sage_energy_monitor]: ENERGY | remaining=97.8 % | voltage=16.16 V | drain_rate=0.040 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.6 %
[INFO] [1790226197.549372173] [sage_energy_monitor]: ENERGY | remaining=97.8 % | voltage=16.16 V | drain_rate=0.040 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.6 %
[INFO] [1790226198.549915257] [sage_energy_monitor]: ENERGY | remaining=97.7 % | voltage=16.16 V | drain_rate=0.039 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.6 %
[INFO] [1790226199.551881713] [sage_energy_monitor]: ENERGY | remaining=97.7 % | voltage=16.16 V | drain_rate=0.039 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.5 %
[INFO] [1790226200.551576590] [sage_energy_monitor]: ENERGY | remaining=97.6 % | voltage=16.16 V | drain_rate=0.039 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.5 %
[INFO] [1790226201.553650549] [sage_energy_monitor]: ENERGY | remaining=97.6 % | voltage=16.16 V | drain_rate=0.039 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.4 %
