[INFO] [1790212131.769710179] [sage_semantic_world_model]: SAGE Semantic World Model started.
[INFO] [1790212131.770433492] [sage_semantic_world_model]: Position smoothing enabled | alpha=0.25
[INFO] [1790212131.771315816] [sage_semantic_world_model]: Target association enabled | gate=2.00 m
[INFO] [1790212131.772522340] [sage_semantic_world_model]: Velocity estimation enabled | window=5 observations
[INFO] [1790212131.774671263] [sage_semantic_world_model]: Persistent motion classification enabled | classification_window=10 observations
[INFO] [1790212131.779417193] [sage_semantic_world_model]: Motion requirements | net_displacement>=0.50 m | avg_speed>=0.20 m/s | straightness>=0.70 | direction_consistency>=0.70
[INFO] [1790212131.784649420] [sage_semantic_world_model]: Motion confirmation required | 3 consecutive strong windows
[INFO] [1790212138.365552471] [sage_semantic_world_model]: NEW TARGET | id=1 | class=person | position=(-0.23, 3.87, 0.00) | state=STATIONARY
[INFO] [1790212138.462945434] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.23, 3.87, 0.00) | smoothed=(-0.23, 3.87, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=2
[INFO] [1790212140.567040874] [sage_semantic_world_model]: Target 1 updated | association_distance=0.16 m | raw=(-0.15, 4.53, 0.00) | smoothed=(-0.15, 4.41, 0.00) | velocity=(-0.01, 0.28, 0.00) m/s | speed=0.28 m/s | net=0.31 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=23
[INFO] [1790212140.661755340] [sage_semantic_world_model]: Target 1 updated | association_distance=0.12 m | raw=(-0.15, 4.53, 0.00) | smoothed=(-0.15, 4.44, 0.00) | velocity=(-0.01, 0.32, 0.00) m/s | speed=0.32 m/s | net=0.30 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=24
[INFO] [1790212140.770494473] [sage_semantic_world_model]: Target 1 updated | association_distance=0.02 m | raw=(-0.17, 4.43, 0.00) | smoothed=(-0.15, 4.44, 0.00) | velocity=(-0.02, 0.29, 0.00) m/s | speed=0.29 m/s | net=0.24 m | straightness=0.97 | direction=0.00 | state=STATIONARY | detections=25
[INFO] [1790212140.871393755] [sage_semantic_world_model]: Target 1 updated | association_distance=0.02 m | raw=(-0.17, 4.43, 0.00) | smoothed=(-0.16, 4.44, 0.00) | velocity=(-0.03, 0.16, 0.00) m/s | speed=0.16 m/s | net=0.19 m | straightness=0.93 | direction=0.00 | state=STATIONARY | detections=26
[INFO] [1790212140.963241547] [sage_semantic_world_model]: Target 1 updated | association_distance=0.07 m | raw=(-0.15, 4.36, 0.00) | smoothed=(-0.15, 4.42, 0.00) | velocity=(-0.02, 0.02, 0.00) m/s | speed=0.03 m/s | net=0.13 m | straightness=0.73 | direction=0.00 | state=STATIONARY | detections=27
[INFO] [1790212141.066591125] [sage_semantic_world_model]: Target 1 updated | association_distance=0.05 m | raw=(-0.15, 4.36, 0.00) | smoothed=(-0.15, 4.40, 0.00) | velocity=(-0.02, -0.09, 0.00) m/s | speed=0.09 m/s | net=0.10 m | straightness=0.58 | direction=0.00 | state=STATIONARY | detections=28
[INFO] [1790212141.160968764] [sage_semantic_world_model]: Target 1 updated | association_distance=0.04 m | raw=(-0.15, 4.36, 0.00) | smoothed=(-0.15, 4.39, 0.00) | velocity=(-0.00, -0.11, 0.00) m/s | speed=0.11 m/s | net=0.08 m | straightness=0.46 | direction=0.00 | state=STATIONARY | detections=29
[INFO] [1790212141.261399737] [sage_semantic_world_model]: Target 1 updated | association_distance=0.02 m | raw=(-0.18, 4.39, 0.00) | smoothed=(-0.16, 4.39, 0.00) | velocity=(-0.01, -0.11, 0.00) m/s | speed=0.11 m/s | net=0.07 m | straightness=0.42 | direction=0.00 | state=STATIONARY | detections=30
[INFO] [1790212141.372367903] [sage_semantic_world_model]: Target 1 updated | association_distance=0.16 m | raw=(-0.18, 4.55, 0.00) | smoothed=(-0.17, 4.43, 0.00) | velocity=(-0.03, 0.03, 0.00) m/s | speed=0.04 m/s | net=0.06 m | straightness=0.38 | direction=0.00 | state=STATIONARY | detections=31
[INFO] [1790212141.462347993] [sage_semantic_world_model]: Target 1 updated | association_distance=0.12 m | raw=(-0.18, 4.55, 0.00) | smoothed=(-0.17, 4.46, 0.00) | velocity=(-0.04, 0.14, 0.00) m/s | speed=0.15 m/s | net=0.05 m | straightness=0.35 | direction=0.00 | state=STATIONARY | detections=32
[INFO] [1790212141.571078464] [sage_semantic_world_model]: Target 1 updated | association_distance=0.09 m | raw=(-0.18, 4.55, 0.00) | smoothed=(-0.17, 4.48, 0.00) | velocity=(-0.05, 0.22, 0.00) m/s | speed=0.23 m/s | net=0.05 m | straightness=0.33 | direction=0.00 | state=STATIONARY | detections=33
[INFO] [1790212141.662714670] [sage_semantic_world_model]: Target 1 updated | association_distance=0.06 m | raw=(-0.19, 4.54, 0.00) | smoothed=(-0.18, 4.49, 0.00) | velocity=(-0.05, 0.26, 0.00) m/s | speed=0.26 m/s | net=0.06 m | straightness=0.40 | direction=0.00 | state=STATIONARY | detections=34
[INFO] [1790212141.763642159] [sage_semantic_world_model]: Target 1 updated | association_distance=0.04 m | raw=(-0.19, 4.54, 0.00) | smoothed=(-0.18, 4.50, 0.00) | velocity=(-0.04, 0.19, 0.00) m/s | speed=0.19 m/s | net=0.07 m | straightness=0.45 | direction=0.00 | state=STATIONARY | detections=35
[INFO] [1790212141.862479413] [sage_semantic_world_model]: Target 1 updated | association_distance=0.03 m | raw=(-0.19, 4.54, 0.00) | smoothed=(-0.18, 4.51, 0.00) | velocity=(-0.03, 0.13, 0.00) m/s | speed=0.14 m/s | net=0.10 m | straightness=0.65 | direction=0.00 | state=STATIONARY | detections=36
[INFO] [1790212141.966186483] [sage_semantic_world_model]: Target 1 updated | association_distance=0.24 m | raw=(-0.20, 4.76, 0.00) | smoothed=(-0.19, 4.57, 0.00) | velocity=(-0.03, 0.23, 0.00) m/s | speed=0.23 m/s | net=0.17 m | straightness=0.86 | direction=0.00 | state=STATIONARY | detections=37
[INFO] [1790212142.064181492] [sage_semantic_world_model]: Target 1 updated | association_distance=0.18 m | raw=(-0.20, 4.76, 0.00) | smoothed=(-0.19, 4.62, 0.00) | velocity=(-0.03, 0.31, 0.00) m/s | speed=0.31 m/s | net=0.23 m | straightness=0.97 | direction=0.00 | state=STATIONARY | detections=38
[INFO] [1790212142.163515615] [sage_semantic_world_model]: Target 1 updated | association_distance=0.14 m | raw=(-0.20, 4.76, 0.00) | smoothed=(-0.19, 4.65, 0.00) | velocity=(-0.03, 0.37, 0.00) m/s | speed=0.37 m/s | net=0.26 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=39
[INFO] [1790212142.270527207] [sage_semantic_world_model]: Target 1 updated | association_distance=0.10 m | raw=(-0.20, 4.76, 0.00) | smoothed=(-0.19, 4.68, 0.00) | velocity=(-0.03, 0.42, 0.00) m/s | speed=0.42 m/s | net=0.25 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=40
[INFO] [1790212142.360521320] [sage_semantic_world_model]: Target 1 updated | association_distance=0.07 m | raw=(-0.21, 4.74, 0.00) | smoothed=(-0.20, 4.70, 0.00) | velocity=(-0.03, 0.31, 0.00) m/s | speed=0.31 m/s | net=0.24 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=41
[INFO] [1790212142.462989315] [sage_semantic_world_model]: Target 1 updated | association_distance=0.07 m | raw=(-0.20, 4.76, 0.00) | smoothed=(-0.20, 4.71, 0.00) | velocity=(-0.02, 0.23, 0.00) m/s | speed=0.23 m/s | net=0.23 m | straightness=0.99 | direction=0.00 | state=STATIONARY | detections=42
[INFO] [1790212142.564358160] [sage_semantic_world_model]: Target 1 updated | association_distance=0.05 m | raw=(-0.20, 4.76, 0.00) | smoothed=(-0.20, 4.73, 0.00) | velocity=(-0.01, 0.18, 0.00) m/s | speed=0.18 m/s | net=0.23 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=43
[INFO] [1790212142.660414610] [sage_semantic_world_model]: Target 1 updated | association_distance=0.20 m | raw=(-0.20, 4.92, 0.00) | smoothed=(-0.20, 4.77, 0.00) | velocity=(-0.01, 0.24, 0.00) m/s | speed=0.24 m/s | net=0.27 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=44
[INFO] [1790212142.763044026] [sage_semantic_world_model]: Target 1 updated | association_distance=0.15 m | raw=(-0.20, 4.92, 0.00) | smoothed=(-0.20, 4.81, 0.00) | velocity=(-0.00, 0.29, 0.00) m/s | speed=0.29 m/s | net=0.30 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=45
[INFO] [1790212142.860467381] [sage_semantic_world_model]: Target 1 updated | association_distance=0.11 m | raw=(-0.20, 4.92, 0.00) | smoothed=(-0.20, 4.84, 0.00) | velocity=(-0.01, 0.32, 0.00) m/s | speed=0.32 m/s | net=0.26 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=46
[INFO] [1790212142.970559034] [sage_semantic_world_model]: Target 1 updated | association_distance=0.14 m | raw=(-0.20, 4.98, 0.00) | smoothed=(-0.20, 4.87, 0.00) | velocity=(-0.01, 0.37, 0.00) m/s | speed=0.37 m/s | net=0.25 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=47
[INFO] [1790212143.067748824] [sage_semantic_world_model]: Target 1 updated | association_distance=0.11 m | raw=(-0.20, 4.98, 0.00) | smoothed=(-0.20, 4.90, 0.00) | velocity=(-0.01, 0.31, 0.00) m/s | speed=0.31 m/s | net=0.25 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=48
[INFO] [1790212143.167623909] [sage_semantic_world_model]: Target 1 updated | association_distance=0.08 m | raw=(-0.20, 4.98, 0.00) | smoothed=(-0.20, 4.92, 0.00) | velocity=(-0.00, 0.27, 0.00) m/s | speed=0.27 m/s | net=0.24 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=49
[INFO] [1790212143.260462613] [sage_semantic_world_model]: Target 1 updated | association_distance=0.16 m | raw=(-0.22, 5.08, 0.00) | smoothed=(-0.20, 4.96, 0.00) | velocity=(-0.01, 0.30, 0.00) m/s | speed=0.30 m/s | net=0.26 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=50
[INFO] [1790212143.370671780] [sage_semantic_world_model]: Target 1 updated | association_distance=0.12 m | raw=(-0.22, 5.08, 0.00) | smoothed=(-0.21, 4.99, 0.00) | velocity=(-0.02, 0.29, 0.00) m/s | speed=0.29 m/s | net=0.28 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=51
[INFO] [1790212143.463815007] [sage_semantic_world_model]: Target 1 updated | association_distance=0.09 m | raw=(-0.22, 5.08, 0.00) | smoothed=(-0.21, 5.01, 0.00) | velocity=(-0.02, 0.28, 0.00) m/s | speed=0.28 m/s | net=0.29 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=52
[INFO] [1790212143.564749745] [sage_semantic_world_model]: Target 1 updated | association_distance=0.26 m | raw=(-0.23, 5.27, 0.00) | smoothed=(-0.21, 5.08, 0.00) | velocity=(-0.03, 0.39, 0.00) m/s | speed=0.39 m/s | net=0.30 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=53
[INFO] [1790212143.660743439] [sage_semantic_world_model]: Target 1 updated | association_distance=0.20 m | raw=(-0.23, 5.27, 0.00) | smoothed=(-0.22, 5.13, 0.00) | velocity=(-0.03, 0.41, 0.00) m/s | speed=0.42 m/s | net=0.31 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=54
[INFO] [1790212143.763235366] [sage_semantic_world_model]: Target 1 updated | association_distance=0.15 m | raw=(-0.23, 5.27, 0.00) | smoothed=(-0.22, 5.16, 0.00) | velocity=(-0.03, 0.44, 0.00) m/s | speed=0.44 m/s | net=0.32 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=55
[INFO] [1790212143.864770715] [sage_semantic_world_model]: Target 1 updated | association_distance=0.12 m | raw=(-0.23, 5.28, 0.00) | smoothed=(-0.22, 5.19, 0.00) | velocity=(-0.03, 0.45, 0.00) m/s | speed=0.45 m/s | net=0.32 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=56
[INFO] [1790212144.169751700] [sage_semantic_world_model]: Target 1 updated | association_distance=0.21 m | raw=(-0.23, 5.40, 0.00) | smoothed=(-0.23, 5.24, 0.00) | velocity=(-0.02, 0.28, 0.00) m/s | speed=0.28 m/s | net=0.34 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=57
[INFO] [1790212144.262802481] [sage_semantic_world_model]: Target 1 updated | association_distance=0.16 m | raw=(-0.23, 5.40, 0.00) | smoothed=(-0.23, 5.28, 0.00) | velocity=(-0.02, 0.26, 0.00) m/s | speed=0.26 m/s | net=0.36 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=58
[INFO] [1790212144.367571074] [sage_semantic_world_model]: Target 1 updated | association_distance=0.12 m | raw=(-0.23, 5.40, 0.00) | smoothed=(-0.23, 5.31, 0.00) | velocity=(-0.01, 0.25, 0.00) m/s | speed=0.25 m/s | net=0.35 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=59
[INFO] [1790212144.462681961] [sage_semantic_world_model]: Target 1 updated | association_distance=0.20 m | raw=(-0.26, 5.51, 0.00) | smoothed=(-0.24, 5.36, 0.00) | velocity=(-0.02, 0.29, 0.00) m/s | speed=0.29 m/s | net=0.37 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=60
[INFO] [1790212144.564272355] [sage_semantic_world_model]: Target 1 updated | association_distance=0.15 m | raw=(-0.26, 5.51, 0.00) | smoothed=(-0.24, 5.40, 0.00) | velocity=(-0.04, 0.39, 0.00) m/s | speed=0.39 m/s | net=0.39 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=61
[INFO] [1790212144.664131251] [sage_semantic_world_model]: Target 1 updated | association_distance=0.09 m | raw=(-0.27, 5.32, 0.00) | smoothed=(-0.25, 5.38, 0.00) | velocity=(-0.05, 0.23, 0.00) m/s | speed=0.24 m/s | net=0.30 m | straightness=0.88 | direction=0.00 | state=STATIONARY | detections=62
[INFO] [1790212144.761245767] [sage_semantic_world_model]: Target 1 updated | association_distance=0.07 m | raw=(-0.27, 5.32, 0.00) | smoothed=(-0.25, 5.36, 0.00) | velocity=(-0.06, 0.12, 0.00) m/s | speed=0.14 m/s | net=0.24 m | straightness=0.77 | direction=0.00 | state=STATIONARY | detections=63
[INFO] [1790212144.865018146] [sage_semantic_world_model]: Target 1 updated | association_distance=0.10 m | raw=(-0.30, 5.45, 0.00) | smoothed=(-0.26, 5.38, 0.00) | velocity=(-0.07, 0.06, 0.00) m/s | speed=0.09 m/s | net=0.23 m | straightness=0.76 | direction=0.00 | state=STATIONARY | detections=64
[INFO] [1790212144.963287287] [sage_semantic_world_model]: Target 1 updated | association_distance=0.07 m | raw=(-0.30, 5.45, 0.00) | smoothed=(-0.27, 5.40, 0.00) | velocity=(-0.08, 0.01, 0.00) m/s | speed=0.08 m/s | net=0.22 m | straightness=0.75 | direction=0.00 | state=STATIONARY | detections=65
[INFO] [1790212145.062803472] [sage_semantic_world_model]: Target 1 updated | association_distance=0.06 m | raw=(-0.30, 5.45, 0.00) | smoothed=(-0.28, 5.41, 0.00) | velocity=(-0.08, 0.09, 0.00) m/s | speed=0.12 m/s | net=0.18 m | straightness=0.71 | direction=0.00 | state=STATIONARY | detections=66
[INFO] [1790212145.460818681] [sage_semantic_world_model]: Target 1 updated | association_distance=0.34 m | raw=(-0.26, 5.07, 0.00) | smoothed=(-0.27, 5.33, 0.00) | velocity=(-0.03, -0.05, 0.00) m/s | speed=0.06 m/s | net=0.06 m | straightness=0.22 | direction=0.00 | state=STATIONARY | detections=67
[INFO] [1790212145.562064800] [sage_semantic_world_model]: Target 1 updated | association_distance=0.26 m | raw=(-0.26, 5.07, 0.00) | smoothed=(-0.27, 5.26, 0.00) | velocity=(-0.01, -0.17, 0.00) m/s | speed=0.17 m/s | net=0.07 m | straightness=0.20 | direction=0.00 | state=STATIONARY | detections=68
[INFO] [1790212145.668096627] [sage_semantic_world_model]: Target 1 updated | association_distance=0.19 m | raw=(-0.26, 5.07, 0.00) | smoothed=(-0.27, 5.21, 0.00) | velocity=(0.00, -0.27, 0.00) m/s | speed=0.27 m/s | net=0.15 m | straightness=0.46 | direction=0.00 | state=STATIONARY | detections=69
[INFO] [1790212145.764341224] [sage_semantic_world_model]: Target 1 updated | association_distance=0.15 m | raw=(-0.26, 5.07, 0.00) | smoothed=(-0.27, 5.18, 0.00) | velocity=(0.02, -0.34, 0.00) m/s | speed=0.34 m/s | net=0.22 m | straightness=0.67 | direction=0.00 | state=STATIONARY | detections=70
[INFO] [1790212145.868999069] [sage_semantic_world_model]: Target 1 updated | association_distance=0.12 m | raw=(-0.26, 5.05, 0.00) | smoothed=(-0.27, 5.15, 0.00) | velocity=(0.02, -0.45, 0.00) m/s | speed=0.45 m/s | net=0.23 m | straightness=0.68 | direction=0.00 | state=STATIONARY | detections=71
[INFO] [1790212145.964422883] [sage_semantic_world_model]: Target 1 updated | association_distance=0.09 m | raw=(-0.26, 5.05, 0.00) | smoothed=(-0.26, 5.12, 0.00) | velocity=(0.02, -0.35, 0.00) m/s | speed=0.35 m/s | net=0.24 m | straightness=0.69 | direction=0.00 | state=STATIONARY | detections=72
[INFO] [1790212146.069088423] [sage_semantic_world_model]: Target 1 updated | association_distance=0.07 m | raw=(-0.26, 5.05, 0.00) | smoothed=(-0.26, 5.11, 0.00) | velocity=(0.02, -0.27, 0.00) m/s | speed=0.27 m/s | net=0.28 m | straightness=0.82 | direction=0.00 | state=STATIONARY | detections=73
[INFO] [1790212146.160259609] [sage_semantic_world_model]: Target 1 updated | association_distance=0.26 m | raw=(-0.26, 4.84, 0.00) | smoothed=(-0.26, 5.04, 0.00) | velocity=(0.01, -0.34, 0.00) m/s | speed=0.34 m/s | net=0.36 m | straightness=0.93 | direction=0.00 | state=STATIONARY | detections=74
[INFO] [1790212146.265328972] [sage_semantic_world_model]: Target 1 updated | association_distance=0.20 m | raw=(-0.26, 4.84, 0.00) | smoothed=(-0.26, 4.99, 0.00) | velocity=(0.01, -0.39, 0.00) m/s | speed=0.39 m/s | net=0.42 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=75
[INFO] [1790212146.363044933] [sage_semantic_world_model]: Target 1 updated | association_distance=0.17 m | raw=(-0.26, 4.82, 0.00) | smoothed=(-0.26, 4.95, 0.00) | velocity=(0.00, -0.44, 0.00) m/s | speed=0.44 m/s | net=0.38 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=76
[INFO] [1790212146.464477612] [sage_semantic_world_model]: Target 1 updated | association_distance=0.13 m | raw=(-0.26, 4.82, 0.00) | smoothed=(-0.26, 4.92, 0.00) | velocity=(-0.00, -0.48, 0.00) m/s | speed=0.48 m/s | net=0.35 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=77
[INFO] [1790212146.562739902] [sage_semantic_world_model]: Target 1 updated | association_distance=0.12 m | raw=(-0.25, 4.80, 0.00) | smoothed=(-0.26, 4.89, 0.00) | velocity=(0.01, -0.39, 0.00) m/s | speed=0.39 m/s | net=0.33 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=78
[INFO] [1790212146.663302491] [sage_semantic_world_model]: Target 1 updated | association_distance=0.09 m | raw=(-0.25, 4.80, 0.00) | smoothed=(-0.26, 4.86, 0.00) | velocity=(0.01, -0.32, 0.00) m/s | speed=0.32 m/s | net=0.32 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=79
[INFO] [1790212146.761160065] [sage_semantic_world_model]: Target 1 updated | association_distance=0.07 m | raw=(-0.25, 4.80, 0.00) | smoothed=(-0.26, 4.85, 0.00) | velocity=(0.02, -0.25, 0.00) m/s | speed=0.25 m/s | net=0.30 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=80
