[INFO] [1790290127.608901566] [sage_semantic_world_model]: SAGE Semantic World Model started.
[INFO] [1790290127.611211029] [sage_semantic_world_model]: Position smoothing enabled | alpha=0.25
[INFO] [1790290127.612019416] [sage_semantic_world_model]: Target association enabled | gate=2.00 m
[INFO] [1790290127.612948943] [sage_semantic_world_model]: Velocity estimation enabled | window=5 observations
[INFO] [1790290127.613754619] [sage_semantic_world_model]: Persistent motion classification enabled | classification_window=10 observations
[INFO] [1790290127.615345676] [sage_semantic_world_model]: Motion requirements | net_displacement>=0.50 m | avg_speed>=0.20 m/s | straightness>=0.70 | direction_consistency>=0.70
[INFO] [1790290127.616506356] [sage_semantic_world_model]: Motion confirmation required | 3 consecutive strong windows
[INFO] [1790290135.958729120] [sage_semantic_world_model]: NEW TARGET | id=1 | class=person | position=(-6.07, 7.39, 0.00) | state=STATIONARY
[INFO] [1790290136.062856902] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-6.07, 7.39, 0.00) | smoothed=(-6.07, 7.39, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=2
[INFO] [1790290138.261980313] [sage_semantic_world_model]: Target 2 updated | association_distance=0.02 m | raw=(-0.74, 4.48, 0.00) | smoothed=(-0.75, 4.49, 0.00) | velocity=(0.04, -0.08, 0.00) m/s | speed=0.09 m/s | net=0.10 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=11
[INFO] [1790290138.365658727] [sage_semantic_world_model]: Target 2 updated | association_distance=0.11 m | raw=(-0.73, 4.39, 0.00) | smoothed=(-0.74, 4.46, 0.00) | velocity=(0.04, -0.11, 0.00) m/s | speed=0.12 m/s | net=0.11 m | straightness=0.99 | direction=0.00 | state=STATIONARY | detections=12
[INFO] [1790290138.459360264] [sage_semantic_world_model]: Target 2 updated | association_distance=0.08 m | raw=(-0.73, 4.39, 0.00) | smoothed=(-0.74, 4.44, 0.00) | velocity=(0.04, -0.14, 0.00) m/s | speed=0.15 m/s | net=0.12 m | straightness=0.99 | direction=0.00 | state=STATIONARY | detections=13
[INFO] [1790290138.569839304] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-0.73, 4.40, 0.00) | smoothed=(-0.74, 4.43, 0.00) | velocity=(0.04, -0.15, 0.00) m/s | speed=0.16 m/s | net=0.12 m | straightness=0.99 | direction=0.00 | state=STATIONARY | detections=14
[INFO] [1790290138.663039110] [sage_semantic_world_model]: Target 2 updated | association_distance=0.03 m | raw=(-0.73, 4.40, 0.00) | smoothed=(-0.74, 4.43, 0.00) | velocity=(0.03, -0.16, 0.00) m/s | speed=0.17 m/s | net=0.12 m | straightness=0.99 | direction=0.00 | state=STATIONARY | detections=15
[INFO] [1790290138.768343534] [sage_semantic_world_model]: Target 2 updated | association_distance=0.06 m | raw=(-0.75, 4.37, 0.00) | smoothed=(-0.74, 4.41, 0.00) | velocity=(0.01, -0.13, 0.00) m/s | speed=0.13 m/s | net=0.11 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=16
[INFO] [1790290138.862572459] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-0.75, 4.37, 0.00) | smoothed=(-0.74, 4.40, 0.00) | velocity=(-0.00, -0.11, 0.00) m/s | speed=0.11 m/s | net=0.11 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=17
[INFO] [1790290138.959841812] [sage_semantic_world_model]: Target 2 updated | association_distance=0.05 m | raw=(-0.77, 4.36, 0.00) | smoothed=(-0.75, 4.39, 0.00) | velocity=(-0.02, -0.11, 0.00) m/s | speed=0.11 m/s | net=0.11 m | straightness=0.96 | direction=0.00 | state=STATIONARY | detections=18
[INFO] [1790290139.059336124] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-0.77, 4.36, 0.00) | smoothed=(-0.75, 4.38, 0.00) | velocity=(-0.04, -0.11, 0.00) m/s | speed=0.11 m/s | net=0.11 m | straightness=0.95 | direction=0.00 | state=STATIONARY | detections=19
[INFO] [1790290139.170762003] [sage_semantic_world_model]: Target 2 updated | association_distance=0.49 m | raw=(-0.70, 3.90, 0.00) | smoothed=(-0.74, 4.26, 0.00) | velocity=(-0.00, -0.37, 0.00) m/s | speed=0.37 m/s | net=0.23 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=20
[INFO] [1790290139.260934667] [sage_semantic_world_model]: Target 2 updated | association_distance=0.37 m | raw=(-0.70, 3.90, 0.00) | smoothed=(-0.73, 4.17, 0.00) | velocity=(0.03, -0.58, 0.00) m/s | speed=0.58 m/s | net=0.29 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=21
[INFO] [1790290139.360041282] [sage_semantic_world_model]: Target 2 updated | association_distance=0.17 m | raw=(-0.81, 4.32, 0.00) | smoothed=(-0.75, 4.21, 0.00) | velocity=(-0.01, -0.46, 0.00) m/s | speed=0.46 m/s | net=0.24 m | straightness=0.74 | direction=0.00 | state=STATIONARY | detections=22
[INFO] [1790290139.461358967] [sage_semantic_world_model]: Target 2 updated | association_distance=0.12 m | raw=(-0.81, 4.32, 0.00) | smoothed=(-0.76, 4.23, 0.00) | velocity=(-0.03, -0.37, 0.00) m/s | speed=0.37 m/s | net=0.20 m | straightness=0.59 | direction=0.00 | state=STATIONARY | detections=23
[INFO] [1790290139.559906871] [sage_semantic_world_model]: Target 2 updated | association_distance=0.10 m | raw=(-0.78, 4.13, 0.00) | smoothed=(-0.77, 4.21, 0.00) | velocity=(-0.07, -0.13, 0.00) m/s | speed=0.15 m/s | net=0.22 m | straightness=0.61 | direction=0.00 | state=STATIONARY | detections=24
[INFO] [1790290139.667415983] [sage_semantic_world_model]: Target 2 updated | association_distance=0.08 m | raw=(-0.78, 4.13, 0.00) | smoothed=(-0.77, 4.19, 0.00) | velocity=(-0.10, 0.05, 0.00) m/s | speed=0.12 m/s | net=0.22 m | straightness=0.61 | direction=0.00 | state=STATIONARY | detections=25
[INFO] [1790290139.761556549] [sage_semantic_world_model]: Target 2 updated | association_distance=0.06 m | raw=(-0.78, 4.13, 0.00) | smoothed=(-0.77, 4.18, 0.00) | velocity=(-0.06, -0.08, 0.00) m/s | speed=0.10 m/s | net=0.23 m | straightness=0.62 | direction=0.00 | state=STATIONARY | detections=26
[INFO] [1790290139.860784708] [sage_semantic_world_model]: Target 2 updated | association_distance=0.16 m | raw=(-0.85, 4.32, 0.00) | smoothed=(-0.79, 4.21, 0.00) | velocity=(-0.07, -0.06, 0.00) m/s | speed=0.09 m/s | net=0.18 m | straightness=0.47 | direction=0.00 | state=STATIONARY | detections=27
[INFO] [1790290139.959574684] [sage_semantic_world_model]: Target 2 updated | association_distance=0.10 m | raw=(-0.84, 4.30, 0.00) | smoothed=(-0.80, 4.23, 0.00) | velocity=(-0.09, 0.06, 0.00) m/s | speed=0.11 m/s | net=0.16 m | straightness=0.38 | direction=0.00 | state=STATIONARY | detections=28
[INFO] [1790290140.070516379] [sage_semantic_world_model]: Target 2 updated | association_distance=0.07 m | raw=(-0.84, 4.30, 0.00) | smoothed=(-0.81, 4.25, 0.00) | velocity=(-0.10, 0.15, 0.00) m/s | speed=0.18 m/s | net=0.07 m | straightness=0.24 | direction=0.00 | state=STATIONARY | detections=29
[INFO] [1790290140.162555406] [sage_semantic_world_model]: Target 2 updated | association_distance=0.06 m | raw=(-0.84, 4.30, 0.00) | smoothed=(-0.82, 4.26, 0.00) | velocity=(-0.11, 0.22, 0.00) m/s | speed=0.24 m/s | net=0.13 m | straightness=0.56 | direction=0.00 | state=STATIONARY | detections=30
[INFO] [1790290140.274446206] [sage_semantic_world_model]: Target 2 updated | association_distance=0.05 m | raw=(-0.86, 4.28, 0.00) | smoothed=(-0.83, 4.27, 0.00) | velocity=(-0.09, 0.14, 0.00) m/s | speed=0.17 m/s | net=0.10 m | straightness=0.51 | direction=0.00 | state=STATIONARY | detections=31
[INFO] [1790290140.362177593] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-0.86, 4.28, 0.00) | smoothed=(-0.84, 4.27, 0.00) | velocity=(-0.09, 0.09, 0.00) m/s | speed=0.13 m/s | net=0.08 m | straightness=0.47 | direction=0.00 | state=STATIONARY | detections=32
[INFO] [1790290140.458569831] [sage_semantic_world_model]: Target 2 updated | association_distance=0.03 m | raw=(-0.87, 4.29, 0.00) | smoothed=(-0.84, 4.28, 0.00) | velocity=(-0.08, 0.07, 0.00) m/s | speed=0.11 m/s | net=0.10 m | straightness=0.64 | direction=0.00 | state=STATIONARY | detections=33
[INFO] [1790290140.561358469] [sage_semantic_world_model]: Target 2 updated | association_distance=0.03 m | raw=(-0.87, 4.29, 0.00) | smoothed=(-0.85, 4.28, 0.00) | velocity=(-0.08, 0.04, 0.00) m/s | speed=0.09 m/s | net=0.12 m | straightness=0.81 | direction=0.00 | state=STATIONARY | detections=34
[INFO] [1790290140.663690320] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-0.87, 4.32, 0.00) | smoothed=(-0.85, 4.29, 0.00) | velocity=(-0.06, 0.06, 0.00) m/s | speed=0.09 m/s | net=0.14 m | straightness=0.97 | direction=0.00 | state=STATIONARY | detections=35
[INFO] [1790290140.765106070] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-0.87, 4.32, 0.00) | smoothed=(-0.86, 4.30, 0.00) | velocity=(-0.05, 0.07, 0.00) m/s | speed=0.08 m/s | net=0.11 m | straightness=0.96 | direction=0.00 | state=STATIONARY | detections=36
[INFO] [1790290140.864722050] [sage_semantic_world_model]: Target 2 updated | association_distance=0.03 m | raw=(-0.87, 4.32, 0.00) | smoothed=(-0.86, 4.30, 0.00) | velocity=(-0.05, 0.07, 0.00) m/s | speed=0.08 m/s | net=0.09 m | straightness=0.96 | direction=0.00 | state=STATIONARY | detections=37
[INFO] [1790290140.960310556] [sage_semantic_world_model]: Target 2 updated | association_distance=0.02 m | raw=(-0.87, 4.32, 0.00) | smoothed=(-0.87, 4.31, 0.00) | velocity=(-0.04, 0.07, 0.00) m/s | speed=0.08 m/s | net=0.08 m | straightness=0.96 | direction=0.00 | state=STATIONARY | detections=38
[INFO] [1790290141.060197996] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-0.87, 4.35, 0.00) | smoothed=(-0.87, 4.32, 0.00) | velocity=(-0.03, 0.07, 0.00) m/s | speed=0.08 m/s | net=0.07 m | straightness=0.95 | direction=0.00 | state=STATIONARY | detections=39
[INFO] [1790290141.170892965] [sage_semantic_world_model]: Target 2 updated | association_distance=0.03 m | raw=(-0.87, 4.35, 0.00) | smoothed=(-0.87, 4.33, 0.00) | velocity=(-0.03, 0.07, 0.00) m/s | speed=0.08 m/s | net=0.07 m | straightness=0.95 | direction=0.00 | state=STATIONARY | detections=40
[INFO] [1790290141.260723396] [sage_semantic_world_model]: Target 2 updated | association_distance=0.09 m | raw=(-0.88, 4.42, 0.00) | smoothed=(-0.87, 4.35, 0.00) | velocity=(-0.02, 0.12, 0.00) m/s | speed=0.12 m/s | net=0.09 m | straightness=0.95 | direction=0.00 | state=STATIONARY | detections=41
[INFO] [1790290141.370960880] [sage_semantic_world_model]: Target 2 updated | association_distance=0.07 m | raw=(-0.88, 4.42, 0.00) | smoothed=(-0.87, 4.37, 0.00) | velocity=(-0.02, 0.15, 0.00) m/s | speed=0.15 m/s | net=0.10 m | straightness=0.97 | direction=0.00 | state=STATIONARY | detections=42
[INFO] [1790290141.461489587] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.87, 4.38, 0.00) | smoothed=(-0.87, 4.37, 0.00) | velocity=(-0.01, 0.13, 0.00) m/s | speed=0.13 m/s | net=0.09 m | straightness=0.97 | direction=0.00 | state=STATIONARY | detections=43
[INFO] [1790290141.568213359] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.87, 4.38, 0.00) | smoothed=(-0.87, 4.37, 0.00) | velocity=(-0.00, 0.11, 0.00) m/s | speed=0.11 m/s | net=0.08 m | straightness=0.97 | direction=0.00 | state=STATIONARY | detections=44
[INFO] [1790290141.671957609] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.86, 4.37, 0.00) | smoothed=(-0.87, 4.37, 0.00) | velocity=(0.01, 0.05, 0.00) m/s | speed=0.05 m/s | net=0.07 m | straightness=0.94 | direction=0.00 | state=STATIONARY | detections=45
[INFO] [1790290141.769175473] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.86, 4.37, 0.00) | smoothed=(-0.86, 4.37, 0.00) | velocity=(0.02, 0.01, 0.00) m/s | speed=0.02 m/s | net=0.07 m | straightness=0.92 | direction=0.00 | state=STATIONARY | detections=46
[INFO] [1790290141.866671268] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.86, 4.37, 0.00) | smoothed=(-0.86, 4.37, 0.00) | velocity=(0.02, 0.00, 0.00) m/s | speed=0.02 m/s | net=0.06 m | straightness=0.90 | direction=0.00 | state=STATIONARY | detections=47
[INFO] [1790290141.959726927] [sage_semantic_world_model]: Target 2 updated | association_distance=0.00 m | raw=(-0.86, 4.37, 0.00) | smoothed=(-0.86, 4.37, 0.00) | velocity=(0.02, 0.00, 0.00) m/s | speed=0.02 m/s | net=0.05 m | straightness=0.88 | direction=0.00 | state=STATIONARY | detections=48
[INFO] [1790290142.068243294] [sage_semantic_world_model]: Target 2 updated | association_distance=0.02 m | raw=(-0.86, 4.36, 0.00) | smoothed=(-0.86, 4.37, 0.00) | velocity=(0.01, -0.01, 0.00) m/s | speed=0.01 m/s | net=0.04 m | straightness=0.74 | direction=0.00 | state=STATIONARY | detections=49
[INFO] [1790290142.163287631] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.86, 4.36, 0.00) | smoothed=(-0.86, 4.36, 0.00) | velocity=(0.01, -0.02, 0.00) m/s | speed=0.02 m/s | net=0.02 m | straightness=0.47 | direction=0.00 | state=STATIONARY | detections=50
[INFO] [1790290142.263384498] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.87, 4.36, 0.00) | smoothed=(-0.86, 4.36, 0.00) | velocity=(-0.00, -0.02, 0.00) m/s | speed=0.02 m/s | net=0.01 m | straightness=0.49 | direction=0.00 | state=STATIONARY | detections=51
[INFO] [1790290142.359102975] [sage_semantic_world_model]: Target 2 updated | association_distance=0.00 m | raw=(-0.87, 4.36, 0.00) | smoothed=(-0.86, 4.36, 0.00) | velocity=(-0.00, -0.02, 0.00) m/s | speed=0.02 m/s | net=0.01 m | straightness=0.51 | direction=0.00 | state=STATIONARY | detections=52
[INFO] [1790290142.460725627] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.87, 4.35, 0.00) | smoothed=(-0.87, 4.36, 0.00) | velocity=(-0.01, -0.02, 0.00) m/s | speed=0.02 m/s | net=0.01 m | straightness=0.57 | direction=0.00 | state=STATIONARY | detections=53
[INFO] [1790290142.569253176] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-0.87, 4.32, 0.00) | smoothed=(-0.87, 4.35, 0.00) | velocity=(-0.01, -0.03, 0.00) m/s | speed=0.04 m/s | net=0.02 m | straightness=0.77 | direction=0.00 | state=STATIONARY | detections=54
[INFO] [1790290142.662164184] [sage_semantic_world_model]: Target 2 updated | association_distance=0.03 m | raw=(-0.87, 4.32, 0.00) | smoothed=(-0.87, 4.34, 0.00) | velocity=(-0.01, -0.05, 0.00) m/s | speed=0.05 m/s | net=0.03 m | straightness=0.89 | direction=0.00 | state=STATIONARY | detections=55
[INFO] [1790290142.762791526] [sage_semantic_world_model]: Target 2 updated | association_distance=0.02 m | raw=(-0.87, 4.32, 0.00) | smoothed=(-0.87, 4.34, 0.00) | velocity=(-0.01, -0.06, 0.00) m/s | speed=0.06 m/s | net=0.03 m | straightness=0.94 | direction=0.00 | state=STATIONARY | detections=56
[INFO] [1790290142.860407419] [sage_semantic_world_model]: Target 2 updated | association_distance=0.05 m | raw=(-0.87, 4.29, 0.00) | smoothed=(-0.87, 4.33, 0.00) | velocity=(-0.01, -0.08, 0.00) m/s | speed=0.08 m/s | net=0.05 m | straightness=0.97 | direction=0.00 | state=STATIONARY | detections=57
[INFO] [1790290142.962127703] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-0.87, 4.29, 0.00) | smoothed=(-0.87, 4.32, 0.00) | velocity=(-0.00, -0.08, 0.00) m/s | speed=0.08 m/s | net=0.05 m | straightness=0.97 | direction=0.00 | state=STATIONARY | detections=58
[INFO] [1790290143.067384530] [sage_semantic_world_model]: Target 2 updated | association_distance=0.02 m | raw=(-0.87, 4.30, 0.00) | smoothed=(-0.87, 4.31, 0.00) | velocity=(-0.00, -0.08, 0.00) m/s | speed=0.08 m/s | net=0.05 m | straightness=0.97 | direction=0.00 | state=STATIONARY | detections=59
[INFO] [1790290143.160316886] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.87, 4.30, 0.00) | smoothed=(-0.87, 4.31, 0.00) | velocity=(-0.00, -0.07, 0.00) m/s | speed=0.07 m/s | net=0.05 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=60
[INFO] [1790290143.271535393] [sage_semantic_world_model]: Target 2 updated | association_distance=0.02 m | raw=(-0.88, 4.29, 0.00) | smoothed=(-0.87, 4.30, 0.00) | velocity=(-0.01, -0.05, 0.00) m/s | speed=0.05 m/s | net=0.06 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=61
[INFO] [1790290143.363752846] [sage_semantic_world_model]: Target 2 updated | association_distance=0.02 m | raw=(-0.88, 4.29, 0.00) | smoothed=(-0.87, 4.30, 0.00) | velocity=(-0.01, -0.04, 0.00) m/s | speed=0.04 m/s | net=0.06 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=62
[INFO] [1790290143.458112554] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.88, 4.29, 0.00) | smoothed=(-0.88, 4.30, 0.00) | velocity=(-0.01, -0.04, 0.00) m/s | speed=0.04 m/s | net=0.05 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=63
[INFO] [1790290143.559928221] [sage_semantic_world_model]: Target 2 updated | association_distance=0.05 m | raw=(-0.88, 4.25, 0.00) | smoothed=(-0.88, 4.29, 0.00) | velocity=(-0.01, -0.06, 0.00) m/s | speed=0.06 m/s | net=0.06 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=64
[INFO] [1790290143.661400506] [sage_semantic_world_model]: Target 2 updated | association_distance=0.03 m | raw=(-0.88, 4.25, 0.00) | smoothed=(-0.88, 4.28, 0.00) | velocity=(-0.01, -0.07, 0.00) m/s | speed=0.07 m/s | net=0.06 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=65
[INFO] [1790290143.761004765] [sage_semantic_world_model]: Target 2 updated | association_distance=0.03 m | raw=(-0.88, 4.25, 0.00) | smoothed=(-0.88, 4.27, 0.00) | velocity=(-0.01, -0.07, 0.00) m/s | speed=0.07 m/s | net=0.06 m | straightness=0.99 | direction=0.00 | state=STATIONARY | detections=66
[INFO] [1790290143.875316063] [sage_semantic_world_model]: Target 2 updated | association_distance=0.05 m | raw=(-0.87, 4.22, 0.00) | smoothed=(-0.88, 4.26, 0.00) | velocity=(0.00, -0.10, 0.00) m/s | speed=0.10 m/s | net=0.06 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=67
[INFO] [1790290143.962324722] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-0.87, 4.22, 0.00) | smoothed=(-0.87, 4.25, 0.00) | velocity=(0.01, -0.10, 0.00) m/s | speed=0.10 m/s | net=0.07 m | straightness=0.98 | direction=0.00 | state=STATIONARY | detections=68
