[INFO] [1790223765.794528702] [sage_energy_monitor]: SAGE energy monitor started.
[INFO] [1790223765.795263697] [sage_energy_monitor]: Cruise speed 1.0 m/s | reserve 0.20
[INFO] [1790223767.628718430] [sage_energy_monitor]: ENERGY | remaining=99.3 % | voltage=16.19 V | drain_rate=n/a | home_distance=0.4 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790223768.626751602] [sage_energy_monitor]: ENERGY | remaining=99.2 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.4 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790223769.624981543] [sage_energy_monitor]: ENERGY | remaining=99.2 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.4 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790223770.625938089] [sage_energy_monitor]: ENERGY | remaining=99.1 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.3 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790223771.624769327] [sage_energy_monitor]: ENERGY | remaining=99.1 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.2 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790223772.625960055] [sage_energy_monitor]: ENERGY | remaining=99.0 % | voltage=16.18 V | drain_rate=0.048 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.8 %
[INFO] [1790223773.631093096] [sage_energy_monitor]: ENERGY | remaining=99.0 % | voltage=16.18 V | drain_rate=0.048 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.8 %
[INFO] [1790223774.631443961] [sage_energy_monitor]: ENERGY | remaining=98.9 % | voltage=16.18 V | drain_rate=0.048 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.7 %
[INFO] [1790223775.626543379] [sage_energy_monitor]: ENERGY | remaining=98.9 % | voltage=16.18 V | drain_rate=0.047 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.7 %
[INFO] [1790223776.626850310] [sage_energy_monitor]: ENERGY | remaining=98.8 % | voltage=16.18 V | drain_rate=0.046 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.7 %
[INFO] [1790223777.625310559] [sage_energy_monitor]: ENERGY | remaining=98.8 % | voltage=16.18 V | drain_rate=0.046 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.6 %
[INFO] [1790223778.626461445] [sage_energy_monitor]: ENERGY | remaining=98.8 % | voltage=16.18 V | drain_rate=0.045 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.6 %
[INFO] [1790223779.629920993] [sage_energy_monitor]: ENERGY | remaining=98.7 % | voltage=16.18 V | drain_rate=0.045 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.5 %
[INFO] [1790223780.628776772] [sage_energy_monitor]: ENERGY | remaining=98.7 % | voltage=16.18 V | drain_rate=0.044 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.5 %
[INFO] [1790223781.626756624] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=0.044 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.5 %
[INFO] [1790223782.627205789] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=0.044 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.4 %
[INFO] [1790223783.625437597] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=0.043 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.4 %
[INFO] [1790223784.626044493] [sage_energy_monitor]: ENERGY | remaining=98.5 % | voltage=16.17 V | drain_rate=0.042 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.4 %
[INFO] [1790223785.631616558] [sage_energy_monitor]: ENERGY | remaining=98.5 % | voltage=16.17 V | drain_rate=0.042 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.3 %
[INFO] [1790223786.629209311] [sage_energy_monitor]: ENERGY | remaining=98.5 % | voltage=16.17 V | drain_rate=0.042 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.3 %
[INFO] [1790223787.631848880] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=0.042 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.3 %
[INFO] [1790223788.628858250] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.2 %
[INFO] [1790223789.632648669] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=0.041 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.2 %
[INFO] [1790223790.635331921] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.040 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.2 %
[INFO] [1790223791.625628484] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.040 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.1 %
[INFO] [1790223792.626391288] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.039 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.1 %
[INFO] [1790223793.627217070] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.039 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.1 %
[INFO] [1790223794.627909909] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.039 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.1 %
[INFO] [1790223795.625281883] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.039 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.0 %
[INFO] [1790223796.626797206] [sage_energy_monitor]: ENERGY | remaining=98.1 % | voltage=16.17 V | drain_rate=0.039 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.0 %
[INFO] [1790223797.627522087] [sage_energy_monitor]: ENERGY | remaining=98.1 % | voltage=16.16 V | drain_rate=0.038 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.0 %
[INFO] [1790223798.627107641] [sage_energy_monitor]: ENERGY | remaining=98.1 % | voltage=16.16 V | drain_rate=0.038 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.9 %
[INFO] [1790223799.627424866] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.038 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.9 %
[INFO] [1790223800.626704842] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.037 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.1 % | margin_after_return=77.8 %
[INFO] [1790223801.628986165] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.036 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.1 % | margin_after_return=77.8 %
[INFO] [1790223802.626453914] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.036 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.1 % | margin_after_return=77.8 %
[INFO] [1790223803.631268931] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.036 %/s | home_distance=0.3 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.7 %
[INFO] [1790223804.626843369] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.035 %/s | home_distance=1.8 m | return_time=6 s | return_cost=0.2 % | margin_after_return=77.6 %
