[INFO] [1790223765.792572584] [sage_semantic_world_model]: SAGE Semantic World Model started.
[INFO] [1790223765.794098647] [sage_semantic_world_model]: Position smoothing enabled | alpha=0.25
[INFO] [1790223765.794840283] [sage_semantic_world_model]: Target association enabled | gate=2.00 m
[INFO] [1790223765.795627610] [sage_semantic_world_model]: Velocity estimation enabled | window=5 observations
[INFO] [1790223765.796355613] [sage_semantic_world_model]: Persistent motion classification enabled | classification_window=10 observations
[INFO] [1790223765.797117256] [sage_semantic_world_model]: Motion requirements | net_displacement>=0.50 m | avg_speed>=0.20 m/s | straightness>=0.70 | direction_consistency>=0.70
[INFO] [1790223765.798425605] [sage_semantic_world_model]: Motion confirmation required | 3 consecutive strong windows
[INFO] [1790223774.957326732] [sage_semantic_world_model]: NEW TARGET | id=1 | class=person | position=(-0.77, 5.48, 0.00) | state=STATIONARY
[INFO] [1790223775.059777540] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=2
[INFO] [1790223775.159556493] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=3
[INFO] [1790223775.255307695] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=4
[INFO] [1790223775.360219305] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=5
[INFO] [1790223775.455494461] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=6
[INFO] [1790223775.561821839] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=7
[INFO] [1790223775.656358997] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=8
[INFO] [1790223775.763438860] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=9
[INFO] [1790223775.856281221] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=10
[INFO] [1790223775.959815133] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=11
[INFO] [1790223776.057317896] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=12
[INFO] [1790223776.155026500] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.77, 5.48, 0.00) | smoothed=(-0.77, 5.48, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=13
[INFO] [1790223776.257727807] [sage_semantic_world_model]: NEW TARGET | id=2 | class=person | position=(-9.11, 9.87, 0.00) | state=STATIONARY
[INFO] [1790223776.362362092] [sage_semantic_world_model]: Target 2 updated | association_distance=0.00 m | raw=(-9.11, 9.87, 0.00) | smoothed=(-9.11, 9.87, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=2
[INFO] [1790223776.459975245] [sage_semantic_world_model]: Target 2 updated | association_distance=0.00 m | raw=(-9.11, 9.87, 0.00) | smoothed=(-9.11, 9.87, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=3
[INFO] [1790223776.560906466] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-9.07, 9.84, 0.00) | smoothed=(-9.10, 9.86, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=4
[INFO] [1790223776.658986087] [sage_semantic_world_model]: Target 2 updated | association_distance=0.03 m | raw=(-9.07, 9.84, 0.00) | smoothed=(-9.09, 9.86, 0.00) | velocity=(0.04, -0.02, 0.00) m/s | speed=0.04 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=5
[INFO] [1790223776.765711098] [sage_semantic_world_model]: Target 2 updated | association_distance=0.02 m | raw=(-9.07, 9.84, 0.00) | smoothed=(-9.09, 9.85, 0.00) | velocity=(0.05, -0.03, 0.00) m/s | speed=0.06 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=6
[INFO] [1790223776.859243613] [sage_semantic_world_model]: Target 1 updated | association_distance=0.87 m | raw=(-1.48, 4.98, 0.00) | smoothed=(-0.95, 5.36, 0.00) | velocity=(-0.18, -0.12, 0.00) m/s | speed=0.22 m/s | net=0.22 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=14
[INFO] [1790223776.958191276] [sage_semantic_world_model]: Target 1 updated | association_distance=0.65 m | raw=(-1.48, 4.98, 0.00) | smoothed=(-1.08, 5.26, 0.00) | velocity=(-0.31, -0.22, 0.00) m/s | speed=0.38 m/s | net=0.38 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=15
[INFO] [1790223777.060941677] [sage_semantic_world_model]: Target 1 updated | association_distance=0.44 m | raw=(-1.46, 5.04, 0.00) | smoothed=(-1.18, 5.21, 0.00) | velocity=(-0.41, -0.27, 0.00) m/s | speed=0.49 m/s | net=0.49 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=16
[INFO] [1790223777.169246323] [sage_semantic_world_model]: Target 1 updated | association_distance=0.33 m | raw=(-1.46, 5.04, 0.00) | smoothed=(-1.25, 5.17, 0.00) | velocity=(-0.48, -0.31, 0.00) m/s | speed=0.57 m/s | net=0.57 m | straightness=1.00 | direction=1.00 | state=STATIONARY | detections=17
[INFO] [1790223777.254170776] [sage_semantic_world_model]: Target 1 updated | association_distance=0.25 m | raw=(-1.46, 5.04, 0.00) | smoothed=(-1.30, 5.14, 0.00) | velocity=(-0.89, -0.55, 0.00) m/s | speed=1.04 m/s | net=0.63 m | straightness=1.00 | direction=1.00 | state=STATIONARY | detections=18
[INFO] [1790223777.359259465] [sage_semantic_world_model]: Target 1 confirmed MOVING | net=0.67 m | avg_speed=0.45 m/s | straightness=1.00 | direction=1.00
[INFO] [1790223777.360396614] [sage_semantic_world_model]: Target 1 updated | association_distance=0.15 m | raw=(-1.44, 5.07, 0.00) | smoothed=(-1.33, 5.12, 0.00) | velocity=(-0.63, -0.36, 0.00) m/s | speed=0.73 m/s | net=0.67 m | straightness=1.00 | direction=1.00 | state=MOVING | detections=19
[INFO] [1790223777.458545137] [sage_semantic_world_model]: Target 1 updated | association_distance=0.11 m | raw=(-1.44, 5.07, 0.00) | smoothed=(-1.36, 5.11, 0.00) | velocity=(-0.46, -0.25, 0.00) m/s | speed=0.52 m/s | net=0.70 m | straightness=1.00 | direction=1.00 | state=MOVING | detections=20
[INFO] [1790223777.554527540] [sage_semantic_world_model]: Target 2 updated | association_distance=1.33 m | raw=(-8.09, 8.98, 0.00) | smoothed=(-8.84, 9.64, 0.00) | velocity=(0.25, -0.21, 0.00) m/s | speed=0.32 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=7
[INFO] [1790223777.656812682] [sage_semantic_world_model]: Target 2 updated | association_distance=0.99 m | raw=(-8.09, 8.98, 0.00) | smoothed=(-8.65, 9.47, 0.00) | velocity=(0.41, -0.35, 0.00) m/s | speed=0.54 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=8
[INFO] [1790223777.762288365] [sage_semantic_world_model]: Target 2 updated | association_distance=0.75 m | raw=(-8.09, 8.98, 0.00) | smoothed=(-8.51, 9.35, 0.00) | velocity=(0.53, -0.46, 0.00) m/s | speed=0.70 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=9
[INFO] [1790223777.865055464] [sage_semantic_world_model]: Target 1 updated | association_distance=0.04 m | raw=(-1.38, 5.08, 0.00) | smoothed=(-1.36, 5.10, 0.00) | velocity=(-0.17, -0.09, 0.00) m/s | speed=0.19 m/s | net=0.71 m | straightness=1.00 | direction=1.00 | state=MOVING | detections=21
[INFO] [1790223777.961944361] [sage_semantic_world_model]: Target 1 updated | association_distance=0.03 m | raw=(-1.38, 5.08, 0.00) | smoothed=(-1.37, 5.09, 0.00) | velocity=(-0.10, -0.06, 0.00) m/s | speed=0.11 m/s | net=0.71 m | straightness=1.00 | direction=1.00 | state=MOVING | detections=22
[INFO] [1790223778.060229558] [sage_semantic_world_model]: Target 1 updated | association_distance=0.02 m | raw=(-1.38, 5.08, 0.00) | smoothed=(-1.37, 5.09, 0.00) | velocity=(-0.05, -0.04, 0.00) m/s | speed=0.07 m/s | net=0.50 m | straightness=0.99 | direction=1.00 | state=MOVING | detections=23
[INFO] [1790223778.161486394] [sage_semantic_world_model]: Target 1 updated | association_distance=0.12 m | raw=(-1.30, 5.00, 0.00) | smoothed=(-1.35, 5.07, 0.00) | velocity=(0.01, -0.06, 0.00) m/s | speed=0.06 m/s | net=0.34 m | straightness=0.91 | direction=0.00 | state=MOVING | detections=24
[INFO] [1790223778.259578754] [sage_semantic_world_model]: Target 1 updated | association_distance=0.09 m | raw=(-1.30, 5.00, 0.00) | smoothed=(-1.34, 5.05, 0.00) | velocity=(0.06, -0.13, 0.00) m/s | speed=0.14 m/s | net=0.23 m | straightness=0.81 | direction=0.00 | state=MOVING | detections=25
[INFO] [1790223778.362341264] [sage_semantic_world_model]: Target 1 updated | association_distance=0.06 m | raw=(-1.30, 5.00, 0.00) | smoothed=(-1.33, 5.04, 0.00) | velocity=(0.10, -0.14, 0.00) m/s | speed=0.17 m/s | net=0.15 m | straightness=0.71 | direction=0.00 | state=MOVING | detections=26
[INFO] [1790223778.465698174] [sage_semantic_world_model]: Target 1 updated | association_distance=0.70 m | raw=(-1.05, 4.40, 0.00) | smoothed=(-1.26, 4.88, 0.00) | velocity=(0.28, -0.53, 0.00) m/s | speed=0.60 m/s | net=0.26 m | straightness=0.79 | direction=0.00 | state=MOVING | detections=27
[INFO] [1790223778.559917676] [sage_semantic_world_model]: Target 1 updated | association_distance=0.52 m | raw=(-1.05, 4.40, 0.00) | smoothed=(-1.21, 4.76, 0.00) | velocity=(0.37, -0.77, 0.00) m/s | speed=0.85 m/s | net=0.38 m | straightness=0.91 | direction=0.00 | state=MOVING | detections=28
[INFO] [1790223778.662991744] [sage_semantic_world_model]: Target 1 updated | association_distance=0.39 m | raw=(-1.05, 4.40, 0.00) | smoothed=(-1.17, 4.67, 0.00) | velocity=(0.43, -0.95, 0.00) m/s | speed=1.04 m/s | net=0.48 m | straightness=0.98 | direction=0.00 | state=MOVING | detections=29
[INFO] [1790223778.756572852] [sage_semantic_world_model]: Target 1 updated | association_distance=0.34 m | raw=(-1.18, 5.01, 0.00) | smoothed=(-1.17, 4.75, 0.00) | velocity=(0.40, -0.71, 0.00) m/s | speed=0.81 m/s | net=0.40 m | straightness=0.70 | direction=0.00 | state=MOVING | detections=30
[INFO] [1790223778.855772568] [sage_semantic_world_model]: Target 1 updated | association_distance=0.25 m | raw=(-1.18, 5.01, 0.00) | smoothed=(-1.17, 4.82, 0.00) | velocity=(0.22, -0.15, 0.00) m/s | speed=0.26 m/s | net=0.34 m | straightness=0.54 | direction=0.00 | state=MOVING | detections=31
[INFO] [1790223778.955638049] [sage_semantic_world_model]: Target 1 updated | association_distance=0.19 m | raw=(-1.18, 5.01, 0.00) | smoothed=(-1.17, 4.87, 0.00) | velocity=(0.08, 0.27, 0.00) m/s | speed=0.28 m/s | net=0.30 m | straightness=0.45 | direction=0.00 | state=MOVING | detections=32
[INFO] [1790223779.067920538] [sage_semantic_world_model]: Target 2 updated | association_distance=1.22 m | raw=(-7.55, 8.59, 0.00) | smoothed=(-8.27, 9.16, 0.00) | velocity=(0.36, -0.30, 0.00) m/s | speed=0.47 m/s | net=1.09 m | straightness=1.00 | direction=1.00 | state=STATIONARY | detections=10
[INFO] [1790223779.157961048] [sage_semantic_world_model]: Target 2 updated | association_distance=1.30 m | raw=(-7.29, 8.31, 0.00) | smoothed=(-8.03, 8.95, 0.00) | velocity=(0.51, -0.43, 0.00) m/s | speed=0.66 m/s | net=1.42 m | straightness=1.00 | direction=1.00 | state=STATIONARY | detections=11
[INFO] [1790223779.259201355] [sage_semantic_world_model]: Target 2 confirmed MOVING | net=1.66 m | avg_speed=0.59 m/s | straightness=1.00 | direction=1.00
[INFO] [1790223779.263799028] [sage_semantic_world_model]: Target 2 updated | association_distance=0.97 m | raw=(-7.29, 8.31, 0.00) | smoothed=(-7.84, 8.79, 0.00) | velocity=(0.50, -0.43, 0.00) m/s | speed=0.66 m/s | net=1.66 m | straightness=1.00 | direction=1.00 | state=MOVING | detections=12
[INFO] [1790223779.357684065] [sage_semantic_world_model]: Target 2 updated | association_distance=0.73 m | raw=(-7.29, 8.31, 0.00) | smoothed=(-7.70, 8.67, 0.00) | velocity=(0.50, -0.43, 0.00) m/s | speed=0.66 m/s | net=1.83 m | straightness=1.00 | direction=1.00 | state=MOVING | detections=13
[INFO] [1790223779.459132012] [sage_semantic_world_model]: Target 2 updated | association_distance=0.55 m | raw=(-7.29, 8.31, 0.00) | smoothed=(-7.60, 8.58, 0.00) | velocity=(1.66, -1.45, 0.00) m/s | speed=2.21 m/s | net=1.96 m | straightness=1.00 | direction=1.00 | state=MOVING | detections=14
[INFO] [1790223779.557471842] [sage_semantic_world_model]: Target 1 updated | association_distance=0.17 m | raw=(-1.03, 4.95, 0.00) | smoothed=(-1.14, 4.89, 0.00) | velocity=(0.03, 0.24, 0.00) m/s | speed=0.24 m/s | net=0.28 m | straightness=0.41 | direction=0.00 | state=MOVING | detections=33
[INFO] [1790223779.658399646] [sage_semantic_world_model]: Target 1 updated | association_distance=0.13 m | raw=(-1.03, 4.95, 0.00) | smoothed=(-1.11, 4.90, 0.00) | velocity=(0.07, 0.17, 0.00) m/s | speed=0.18 m/s | net=0.27 m | straightness=0.39 | direction=0.00 | state=MOVING | detections=34
[INFO] [1790223779.763426107] [sage_semantic_world_model]: Target 1 updated | association_distance=0.19 m | raw=(-0.92, 4.91, 0.00) | smoothed=(-1.06, 4.91, 0.00) | velocity=(0.12, 0.10, 0.00) m/s | speed=0.16 m/s | net=0.30 m | straightness=0.41 | direction=0.00 | state=MOVING | detections=35
[INFO] [1790223779.856891404] [sage_semantic_world_model]: Target 1 updated | association_distance=0.15 m | raw=(-0.92, 4.91, 0.00) | smoothed=(-1.03, 4.91, 0.00) | velocity=(0.16, 0.05, 0.00) m/s | speed=0.17 m/s | net=0.23 m | straightness=0.40 | direction=0.00 | state=MOVING | detections=36
[INFO] [1790223779.963184239] [sage_semantic_world_model]: Target 1 updated | association_distance=0.15 m | raw=(-0.88, 4.89, 0.00) | smoothed=(-0.99, 4.90, 0.00) | velocity=(0.37, 0.04, 0.00) m/s | speed=0.38 m/s | net=0.26 m | straightness=0.53 | direction=0.00 | state=MOVING | detections=37
[INFO] [1790223780.055934713] [sage_semantic_world_model]: Target 1 updated | association_distance=0.11 m | raw=(-0.88, 4.89, 0.00) | smoothed=(-0.96, 4.90, 0.00) | velocity=(0.37, -0.01, 0.00) m/s | speed=0.37 m/s | net=0.31 m | straightness=0.73 | direction=0.00 | state=MOVING | detections=38
[INFO] [1790223780.157413805] [sage_semantic_world_model]: Target 1 updated | association_distance=0.11 m | raw=(-0.85, 4.91, 0.00) | smoothed=(-0.93, 4.90, 0.00) | velocity=(0.32, -0.01, 0.00) m/s | speed=0.32 m/s | net=0.28 m | straightness=0.76 | direction=0.00 | state=MOVING | detections=39
