[INFO] [1790212875.006687089] [sage_energy_monitor]: SAGE energy monitor started.
[INFO] [1790212875.009492098] [sage_energy_monitor]: Cruise speed 1.0 m/s | reserve 0.20
[INFO] [1790212875.917758194] [sage_energy_monitor]: ENERGY | remaining=98.7 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.4 m | return_time=5 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790212876.917886920] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=n/a | home_distance=0.3 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790212877.917571471] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=n/a | home_distance=0.2 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790212878.919307618] [sage_energy_monitor]: ENERGY | remaining=98.5 % | voltage=16.17 V | drain_rate=n/a | home_distance=0.2 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790212879.917919432] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=n/a | home_distance=0.2 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790212880.917020651] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.077 %/s | home_distance=0.2 m | return_time=4 s | return_cost=0.3 % | margin_after_return=78.1 %
[INFO] [1790212881.918514533] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.077 %/s | home_distance=0.2 m | return_time=3 s | return_cost=0.3 % | margin_after_return=78.0 %
[INFO] [1790212882.916606674] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.075 %/s | home_distance=0.2 m | return_time=3 s | return_cost=0.3 % | margin_after_return=77.9 %
[INFO] [1790212883.919286923] [sage_energy_monitor]: ENERGY | remaining=98.1 % | voltage=16.16 V | drain_rate=0.074 %/s | home_distance=0.2 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.9 %
[INFO] [1790212884.917874613] [sage_energy_monitor]: ENERGY | remaining=98.1 % | voltage=16.16 V | drain_rate=0.074 %/s | home_distance=0.2 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.8 %
[INFO] [1790212885.916703456] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.074 %/s | home_distance=0.2 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.8 %
[INFO] [1790212886.916591734] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.073 %/s | home_distance=0.2 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.7 %
[INFO] [1790212887.920205054] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.073 %/s | home_distance=0.1 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.6 %
[INFO] [1790212888.920841424] [sage_energy_monitor]: ENERGY | remaining=97.8 % | voltage=16.16 V | drain_rate=0.073 %/s | home_distance=0.1 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.5 %
[INFO] [1790212889.918461829] [sage_energy_monitor]: ENERGY | remaining=97.7 % | voltage=16.16 V | drain_rate=0.073 %/s | home_distance=0.2 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.5 %
[INFO] [1790212890.925978715] [sage_energy_monitor]: ENERGY | remaining=97.6 % | voltage=16.16 V | drain_rate=0.072 %/s | home_distance=0.2 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.4 %
[INFO] [1790212891.917240319] [sage_energy_monitor]: ENERGY | remaining=97.6 % | voltage=16.15 V | drain_rate=0.072 %/s | home_distance=0.1 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.3 %
[INFO] [1790212892.917915454] [sage_energy_monitor]: ENERGY | remaining=97.5 % | voltage=16.15 V | drain_rate=0.072 %/s | home_distance=0.1 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.3 %
[INFO] [1790212893.917067860] [sage_energy_monitor]: ENERGY | remaining=97.5 % | voltage=16.15 V | drain_rate=0.071 %/s | home_distance=0.1 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.2 %
[INFO] [1790212894.924210511] [sage_energy_monitor]: ENERGY | remaining=97.4 % | voltage=16.15 V | drain_rate=0.071 %/s | home_distance=0.1 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.2 %
[INFO] [1790212895.921776757] [sage_energy_monitor]: ENERGY | remaining=97.3 % | voltage=16.15 V | drain_rate=0.070 %/s | home_distance=0.1 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.1 %
[INFO] [1790212896.916975051] [sage_energy_monitor]: ENERGY | remaining=97.3 % | voltage=16.15 V | drain_rate=0.070 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.0 %
[INFO] [1790212897.921243378] [sage_energy_monitor]: ENERGY | remaining=97.2 % | voltage=16.15 V | drain_rate=0.070 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.3 % | margin_after_return=76.9 %
[INFO] [1790212898.917924529] [sage_energy_monitor]: ENERGY | remaining=97.1 % | voltage=16.15 V | drain_rate=0.069 %/s | home_distance=0.1 m | return_time=4 s | return_cost=0.3 % | margin_after_return=76.9 %
[INFO] [1790212899.918556299] [sage_energy_monitor]: ENERGY | remaining=97.1 % | voltage=16.15 V | drain_rate=0.068 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=76.8 %
[INFO] [1790212900.917338646] [sage_energy_monitor]: ENERGY | remaining=97.1 % | voltage=16.15 V | drain_rate=0.067 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=76.8 %
