[INFO] [1790211606.999556195] [sage_semantic_world_model]: SAGE Semantic World Model started.
[INFO] [1790211607.001703379] [sage_semantic_world_model]: Position smoothing enabled | alpha=0.25
[INFO] [1790211607.002550704] [sage_semantic_world_model]: Target association enabled | gate=2.00 m
[INFO] [1790211607.003281728] [sage_semantic_world_model]: Velocity estimation enabled | window=5 observations
[INFO] [1790211607.004085076] [sage_semantic_world_model]: Persistent motion classification enabled | classification_window=10 observations
[INFO] [1790211607.004831755] [sage_semantic_world_model]: Motion requirements | net_displacement>=0.50 m | avg_speed>=0.20 m/s | straightness>=0.70 | direction_consistency>=0.70
[INFO] [1790211607.005566157] [sage_semantic_world_model]: Motion confirmation required | 3 consecutive strong windows
[INFO] [1790211613.599388389] [sage_semantic_world_model]: NEW TARGET | id=1 | class=person | position=(-0.22, 4.43, 0.00) | state=STATIONARY
[INFO] [1790211613.698811900] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.22, 4.43, 0.00) | smoothed=(-0.22, 4.43, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=2
[INFO] [1790211613.799359450] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.22, 4.43, 0.00) | smoothed=(-0.22, 4.43, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=3
[INFO] [1790211613.901464626] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.22, 4.43, 0.00) | smoothed=(-0.22, 4.43, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=4
[INFO] [1790211614.001087886] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.22, 4.43, 0.00) | smoothed=(-0.22, 4.43, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=5
[INFO] [1790211614.107721699] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.22, 4.43, 0.00) | smoothed=(-0.22, 4.43, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=6
[INFO] [1790211614.208316987] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.22, 4.43, 0.00) | smoothed=(-0.22, 4.43, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=7
[INFO] [1790211614.302797765] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.22, 4.43, 0.00) | smoothed=(-0.22, 4.43, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=8
[INFO] [1790211614.406671314] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.22, 4.43, 0.00) | smoothed=(-0.22, 4.43, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=9
[INFO] [1790211614.500891883] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.22, 4.43, 0.00) | smoothed=(-0.22, 4.43, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=10
[INFO] [1790211614.601490946] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-0.22, 4.43, 0.00) | smoothed=(-0.22, 4.43, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=11
[INFO] [1790211614.711607570] [sage_semantic_world_model]: Target 1 updated | association_distance=0.26 m | raw=(-0.20, 4.17, 0.00) | smoothed=(-0.21, 4.36, 0.00) | velocity=(0.01, -0.16, 0.00) m/s | speed=0.16 m/s | net=0.06 m | straightness=1.00 | direction=0.00 | state=STATIONARY | detections=12
