[INFO] [1790298300.927381255] [sage_semantic_world_model]: SAGE Semantic World Model started.
[INFO] [1790298300.928329785] [sage_semantic_world_model]: Position smoothing enabled | alpha=0.25
[INFO] [1790298300.929480992] [sage_semantic_world_model]: Target association enabled | gate=2.00 m
[INFO] [1790298300.930237070] [sage_semantic_world_model]: Velocity estimation enabled | window=5 observations
[INFO] [1790298300.930989018] [sage_semantic_world_model]: Persistent motion classification enabled | classification_window=10 observations
[INFO] [1790298300.931792026] [sage_semantic_world_model]: Motion requirements | net_displacement>=0.50 m | avg_speed>=0.20 m/s | straightness>=0.70 | direction_consistency>=0.70
[INFO] [1790298300.932578662] [sage_semantic_world_model]: Motion confirmation required | 3 consecutive strong windows
[INFO] [1790298307.584001857] [sage_semantic_world_model]: NEW TARGET | id=1 | class=person | position=(-5.47, 6.52, 0.00) | state=STATIONARY
[INFO] [1790298307.682446104] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-5.47, 6.52, 0.00) | smoothed=(-5.47, 6.52, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=2
[INFO] [1790298307.782490398] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-5.47, 6.52, 0.00) | smoothed=(-5.47, 6.52, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=3
[INFO] [1790298307.885512016] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-5.47, 6.52, 0.00) | smoothed=(-5.47, 6.52, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=4
[INFO] [1790298307.989328681] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-5.47, 6.52, 0.00) | smoothed=(-5.47, 6.52, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=5
[INFO] [1790298308.082233204] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-5.47, 6.52, 0.00) | smoothed=(-5.47, 6.52, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=6
[INFO] [1790298308.191252693] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-5.47, 6.52, 0.00) | smoothed=(-5.47, 6.52, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=7
[INFO] [1790298308.281820943] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-5.47, 6.52, 0.00) | smoothed=(-5.47, 6.52, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=8
[INFO] [1790298308.385235969] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-5.47, 6.52, 0.00) | smoothed=(-5.47, 6.52, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=9
[INFO] [1790298308.484835121] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-5.47, 6.52, 0.00) | smoothed=(-5.47, 6.52, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=10
[INFO] [1790298308.584769454] [sage_semantic_world_model]: Target 1 updated | association_distance=0.00 m | raw=(-5.47, 6.52, 0.00) | smoothed=(-5.47, 6.52, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=11
[INFO] [1790298308.683908842] [sage_semantic_world_model]: NEW TARGET | id=2 | class=person | position=(-0.75, 5.81, 0.00) | state=STATIONARY
[INFO] [1790298308.786371992] [sage_semantic_world_model]: Target 2 updated | association_distance=0.00 m | raw=(-0.75, 5.81, 0.00) | smoothed=(-0.75, 5.81, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=2
[INFO] [1790298308.883817701] [sage_semantic_world_model]: Target 2 updated | association_distance=0.00 m | raw=(-0.75, 5.81, 0.00) | smoothed=(-0.75, 5.81, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=3
[INFO] [1790298308.988603175] [sage_semantic_world_model]: NEW TARGET | id=3 | class=person | position=(-6.05, 9.47, 0.00) | state=STATIONARY
[INFO] [1790298309.083568411] [sage_semantic_world_model]: Target 3 updated | association_distance=0.00 m | raw=(-6.05, 9.47, 0.00) | smoothed=(-6.05, 9.47, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=2
[INFO] [1790298309.185886839] [sage_semantic_world_model]: Target 3 updated | association_distance=0.20 m | raw=(-6.10, 9.66, 0.00) | smoothed=(-6.06, 9.51, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=3
[INFO] [1790298309.283689515] [sage_semantic_world_model]: Target 3 updated | association_distance=0.15 m | raw=(-6.10, 9.66, 0.00) | smoothed=(-6.07, 9.55, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=4
[INFO] [1790298309.392126035] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.74, 5.82, 0.00) | smoothed=(-0.75, 5.81, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.00 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=4
[INFO] [1790298309.482149171] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.74, 5.82, 0.00) | smoothed=(-0.74, 5.81, 0.00) | velocity=(0.00, 0.00, 0.00) m/s | speed=0.01 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=5
[INFO] [1790298309.593235985] [sage_semantic_world_model]: Target 3 updated | association_distance=0.10 m | raw=(-5.98, 9.61, 0.00) | smoothed=(-6.05, 9.56, 0.00) | velocity=(-0.00, 0.16, 0.00) m/s | speed=0.16 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=5
[INFO] [1790298309.682782898] [sage_semantic_world_model]: Target 3 updated | association_distance=0.08 m | raw=(-5.98, 9.61, 0.00) | smoothed=(-6.03, 9.58, 0.00) | velocity=(0.02, 0.18, 0.00) m/s | speed=0.18 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=6
[INFO] [1790298309.793485289] [sage_semantic_world_model]: Target 3 updated | association_distance=0.09 m | raw=(-5.97, 9.65, 0.00) | smoothed=(-6.02, 9.59, 0.00) | velocity=(0.07, 0.13, 0.00) m/s | speed=0.15 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=7
[INFO] [1790298309.885165950] [sage_semantic_world_model]: Target 3 updated | association_distance=0.07 m | raw=(-5.97, 9.65, 0.00) | smoothed=(-6.00, 9.61, 0.00) | velocity=(0.11, 0.09, 0.00) m/s | speed=0.14 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=8
[INFO] [1790298309.995447249] [sage_semantic_world_model]: Target 3 updated | association_distance=0.30 m | raw=(-6.11, 9.88, 0.00) | smoothed=(-6.03, 9.68, 0.00) | velocity=(0.05, 0.28, 0.00) m/s | speed=0.28 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=9
[INFO] [1790298310.087353930] [sage_semantic_world_model]: Target 3 updated | association_distance=0.22 m | raw=(-6.11, 9.88, 0.00) | smoothed=(-6.05, 9.73, 0.00) | velocity=(-0.04, 0.38, 0.00) m/s | speed=0.38 m/s | net=0.26 m | straightness=0.86 | direction=0.00 | state=STATIONARY | detections=10
[INFO] [1790298310.183850705] [sage_semantic_world_model]: Target 2 updated | association_distance=0.04 m | raw=(-0.75, 5.86, 0.00) | smoothed=(-0.74, 5.83, 0.00) | velocity=(0.00, 0.01, 0.00) m/s | speed=0.01 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=6
[INFO] [1790298310.289572044] [sage_semantic_world_model]: Target 2 updated | association_distance=0.03 m | raw=(-0.75, 5.86, 0.00) | smoothed=(-0.75, 5.83, 0.00) | velocity=(0.00, 0.02, 0.00) m/s | speed=0.02 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=7
[INFO] [1790298310.383783828] [sage_semantic_world_model]: Target 3 updated | association_distance=0.24 m | raw=(-6.10, 9.96, 0.00) | smoothed=(-6.06, 9.79, 0.00) | velocity=(-0.07, 0.32, 0.00) m/s | speed=0.33 m/s | net=0.32 m | straightness=0.88 | direction=0.00 | state=STATIONARY | detections=11
[INFO] [1790298310.492509745] [sage_semantic_world_model]: Target 3 updated | association_distance=0.18 m | raw=(-6.10, 9.96, 0.00) | smoothed=(-6.07, 9.83, 0.00) | velocity=(-0.11, 0.37, 0.00) m/s | speed=0.39 m/s | net=0.32 m | straightness=0.89 | direction=0.00 | state=STATIONARY | detections=12
[INFO] [1790298310.585141284] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.75, 5.82, 0.00) | smoothed=(-0.75, 5.83, 0.00) | velocity=(-0.00, 0.01, 0.00) m/s | speed=0.01 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=8
[INFO] [1790298310.685589531] [sage_semantic_world_model]: Target 2 updated | association_distance=0.01 m | raw=(-0.75, 5.82, 0.00) | smoothed=(-0.75, 5.83, 0.00) | velocity=(-0.00, 0.01, 0.00) m/s | speed=0.01 m/s | net=0.00 m | straightness=0.00 | direction=0.00 | state=STATIONARY | detections=9
[INFO] [1790298310.786564522] [sage_semantic_world_model]: Target 3 updated | association_distance=0.28 m | raw=(-5.87, 9.63, 0.00) | smoothed=(-6.02, 9.78, 0.00) | velocity=(0.01, 0.13, 0.00) m/s | speed=0.13 m/s | net=0.24 m | straightness=0.61 | direction=0.00 | state=STATIONARY | detections=13
[INFO] [1790298310.885604264] [sage_semantic_world_model]: Target 3 updated | association_distance=0.21 m | raw=(-5.87, 9.63, 0.00) | smoothed=(-5.98, 9.75, 0.00) | velocity=(0.08, 0.02, 0.00) m/s | speed=0.09 m/s | net=0.19 m | straightness=0.46 | direction=0.00 | state=STATIONARY | detections=14
[INFO] [1790298310.981619906] [sage_semantic_world_model]: Target 2 updated | association_distance=0.17 m | raw=(-0.72, 5.66, 0.00) | smoothed=(-0.74, 5.79, 0.00) | velocity=(0.01, -0.05, 0.00) m/s | speed=0.05 m/s | net=0.03 m | straightness=0.38 | direction=0.00 | state=STATIONARY | detections=10
