trial,date,world,status,found,tp,fp,fn,mean_err_m,max_err_m,duration_s,rejected_candidates
0925_043557,2026-09-25,sage_hard_long,timeout,5,4,1,1,0.48,0.78,900,13,0,1,1
0925_045305,2026-09-25,sage_hard_long,timeout,5,4,1,1,0.86,1.25,900,15,0,1,1
