[INFO] [1790213546.852639512] [sage_energy_monitor]: SAGE energy monitor started.
[INFO] [1790213546.853556277] [sage_energy_monitor]: Cruise speed 1.0 m/s | reserve 0.20
[INFO] [1790213547.712983630] [sage_energy_monitor]: ENERGY | remaining=98.9 % | voltage=16.18 V | drain_rate=n/a | home_distance=1.8 m | return_time=5 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790213548.716906253] [sage_energy_monitor]: ENERGY | remaining=98.9 % | voltage=16.18 V | drain_rate=n/a | home_distance=1.7 m | return_time=5 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790213549.712990397] [sage_energy_monitor]: ENERGY | remaining=98.8 % | voltage=16.18 V | drain_rate=n/a | home_distance=1.5 m | return_time=5 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790213550.712668247] [sage_energy_monitor]: ENERGY | remaining=98.7 % | voltage=16.18 V | drain_rate=n/a | home_distance=1.3 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790213551.713088227] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=n/a | home_distance=1.1 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790213552.713067847] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=0.075 %/s | home_distance=0.8 m | return_time=4 s | return_cost=0.3 % | margin_after_return=78.3 %
[INFO] [1790213553.713805408] [sage_energy_monitor]: ENERGY | remaining=98.5 % | voltage=16.17 V | drain_rate=0.074 %/s | home_distance=0.7 m | return_time=4 s | return_cost=0.3 % | margin_after_return=78.2 %
[INFO] [1790213554.716559288] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=0.074 %/s | home_distance=0.7 m | return_time=4 s | return_cost=0.3 % | margin_after_return=78.1 %
[INFO] [1790213555.712606024] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.074 %/s | home_distance=0.9 m | return_time=4 s | return_cost=0.3 % | margin_after_return=78.0 %
[INFO] [1790213556.713052235] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.073 %/s | home_distance=1.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=78.0 %
[INFO] [1790213557.713797273] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.071 %/s | home_distance=1.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.9 %
[INFO] [1790213558.714503744] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.071 %/s | home_distance=0.9 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.9 %
[INFO] [1790213559.718418191] [sage_energy_monitor]: ENERGY | remaining=98.1 % | voltage=16.16 V | drain_rate=0.070 %/s | home_distance=0.7 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.8 %
[INFO] [1790213560.719860541] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.070 %/s | home_distance=0.5 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.8 %
[INFO] [1790213561.712759256] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.070 %/s | home_distance=0.5 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.7 %
[INFO] [1790213562.717091816] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.069 %/s | home_distance=0.7 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.7 %
[INFO] [1790213563.713566356] [sage_energy_monitor]: ENERGY | remaining=97.8 % | voltage=16.16 V | drain_rate=0.069 %/s | home_distance=0.8 m | return_time=3 s | return_cost=0.2 % | margin_after_return=77.6 %
[INFO] [1790213564.716961444] [sage_energy_monitor]: ENERGY | remaining=97.8 % | voltage=16.16 V | drain_rate=0.068 %/s | home_distance=0.9 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.5 %
[INFO] [1790213565.716629997] [sage_energy_monitor]: ENERGY | remaining=97.7 % | voltage=16.16 V | drain_rate=0.068 %/s | home_distance=0.9 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.5 %
[INFO] [1790213566.714282036] [sage_energy_monitor]: ENERGY | remaining=97.7 % | voltage=16.16 V | drain_rate=0.068 %/s | home_distance=0.8 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.4 %
[INFO] [1790213567.713244400] [sage_energy_monitor]: ENERGY | remaining=97.6 % | voltage=16.16 V | drain_rate=0.067 %/s | home_distance=0.7 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.3 %
[INFO] [1790213568.714515181] [sage_energy_monitor]: ENERGY | remaining=97.6 % | voltage=16.15 V | drain_rate=0.066 %/s | home_distance=0.6 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.3 %
[INFO] [1790213569.714538702] [sage_energy_monitor]: ENERGY | remaining=97.5 % | voltage=16.15 V | drain_rate=0.065 %/s | home_distance=0.6 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.2 %
[INFO] [1790213570.714664217] [sage_energy_monitor]: ENERGY | remaining=97.5 % | voltage=16.15 V | drain_rate=0.064 %/s | home_distance=0.7 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.2 %
[INFO] [1790213571.715115427] [sage_energy_monitor]: ENERGY | remaining=97.4 % | voltage=16.15 V | drain_rate=0.064 %/s | home_distance=0.7 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.1 %
[INFO] [1790213572.715212004] [sage_energy_monitor]: ENERGY | remaining=97.4 % | voltage=16.15 V | drain_rate=0.063 %/s | home_distance=0.8 m | return_time=5 s | return_cost=0.3 % | margin_after_return=77.1 %
[INFO] [1790213573.714446254] [sage_energy_monitor]: ENERGY | remaining=97.3 % | voltage=16.15 V | drain_rate=0.063 %/s | home_distance=0.8 m | return_time=5 s | return_cost=0.3 % | margin_after_return=77.0 %
[INFO] [1790213574.712525190] [sage_energy_monitor]: ENERGY | remaining=97.2 % | voltage=16.15 V | drain_rate=0.063 %/s | home_distance=0.8 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.0 %
[INFO] [1790213575.715154994] [sage_energy_monitor]: ENERGY | remaining=97.2 % | voltage=16.15 V | drain_rate=0.063 %/s | home_distance=0.8 m | return_time=4 s | return_cost=0.3 % | margin_after_return=76.9 %
[INFO] [1790213576.713203890] [sage_energy_monitor]: ENERGY | remaining=97.1 % | voltage=16.15 V | drain_rate=0.063 %/s | home_distance=0.7 m | return_time=4 s | return_cost=0.3 % | margin_after_return=76.8 %
[INFO] [1790213577.716061440] [sage_energy_monitor]: ENERGY | remaining=97.1 % | voltage=16.15 V | drain_rate=0.063 %/s | home_distance=0.7 m | return_time=5 s | return_cost=0.3 % | margin_after_return=76.8 %
[INFO] [1790213578.719126673] [sage_energy_monitor]: ENERGY | remaining=97.0 % | voltage=16.14 V | drain_rate=0.062 %/s | home_distance=0.8 m | return_time=5 s | return_cost=0.3 % | margin_after_return=76.7 %
[INFO] [1790213579.716295607] [sage_energy_monitor]: ENERGY | remaining=96.9 % | voltage=16.14 V | drain_rate=0.062 %/s | home_distance=0.8 m | return_time=5 s | return_cost=0.3 % | margin_after_return=76.6 %
[INFO] [1790213580.714552248] [sage_energy_monitor]: ENERGY | remaining=96.9 % | voltage=16.14 V | drain_rate=0.061 %/s | home_distance=0.8 m | return_time=5 s | return_cost=0.3 % | margin_after_return=76.6 %
[INFO] [1790213581.714638084] [sage_energy_monitor]: ENERGY | remaining=96.8 % | voltage=16.14 V | drain_rate=0.060 %/s | home_distance=0.7 m | return_time=5 s | return_cost=0.3 % | margin_after_return=76.5 %
[INFO] [1790213582.712733993] [sage_energy_monitor]: ENERGY | remaining=96.8 % | voltage=16.14 V | drain_rate=0.060 %/s | home_distance=0.7 m | return_time=5 s | return_cost=0.3 % | margin_after_return=76.5 %
[INFO] [1790213583.712740914] [sage_energy_monitor]: ENERGY | remaining=96.7 % | voltage=16.14 V | drain_rate=0.060 %/s | home_distance=1.2 m | return_time=5 s | return_cost=0.3 % | margin_after_return=76.4 %
[INFO] [1790213584.713448346] [sage_energy_monitor]: ENERGY | remaining=96.6 % | voltage=16.14 V | drain_rate=0.059 %/s | home_distance=2.9 m | return_time=7 s | return_cost=0.4 % | margin_after_return=76.2 %
[INFO] [1790213585.722011068] [sage_energy_monitor]: ENERGY | remaining=96.6 % | voltage=16.14 V | drain_rate=0.059 %/s | home_distance=4.9 m | return_time=9 s | return_cost=0.5 % | margin_after_return=76.1 %
[INFO] [1790213586.718656127] [sage_energy_monitor]: ENERGY | remaining=96.5 % | voltage=16.14 V | drain_rate=0.059 %/s | home_distance=6.2 m | return_time=10 s | return_cost=0.6 % | margin_after_return=75.9 %
[INFO] [1790213587.713181184] [sage_energy_monitor]: ENERGY | remaining=96.5 % | voltage=16.14 V | drain_rate=0.059 %/s | home_distance=6.8 m | return_time=11 s | return_cost=0.6 % | margin_after_return=75.8 %
[INFO] [1790213588.717614056] [sage_energy_monitor]: ENERGY | remaining=96.4 % | voltage=16.13 V | drain_rate=0.058 %/s | home_distance=6.5 m | return_time=10 s | return_cost=0.6 % | margin_after_return=75.8 %
