[INFO] [1790221829.441905367] [sage_energy_monitor]: SAGE energy monitor started.
[INFO] [1790221829.442742934] [sage_energy_monitor]: Cruise speed 1.0 m/s | reserve 0.20
[INFO] [1790221832.333922295] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=n/a | home_distance=0.0 m | return_time=3 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790221833.333836754] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=n/a | home_distance=0.0 m | return_time=3 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790221834.334326223] [sage_energy_monitor]: ENERGY | remaining=98.5 % | voltage=16.17 V | drain_rate=n/a | home_distance=0.0 m | return_time=3 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790221835.333483259] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=n/a | home_distance=0.0 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790221836.333914155] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=n/a | home_distance=0.0 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790221837.333704691] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.069 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=78.0 %
[INFO] [1790221838.333215415] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.068 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=78.0 %
[INFO] [1790221839.333814309] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.068 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.9 %
[INFO] [1790221840.335087681] [sage_energy_monitor]: ENERGY | remaining=98.1 % | voltage=16.16 V | drain_rate=0.068 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.8 %
[INFO] [1790221841.334967859] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.067 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.8 %
[INFO] [1790221842.339346781] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.067 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.7 %
[INFO] [1790221843.333459734] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.067 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.6 %
[INFO] [1790221844.334264849] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.066 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.6 %
[INFO] [1790221845.335102959] [sage_energy_monitor]: ENERGY | remaining=97.8 % | voltage=16.16 V | drain_rate=0.066 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.5 %
[INFO] [1790221846.336001808] [sage_energy_monitor]: ENERGY | remaining=97.7 % | voltage=16.16 V | drain_rate=0.066 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.4 %
[INFO] [1790221847.333798220] [sage_energy_monitor]: ENERGY | remaining=97.7 % | voltage=16.16 V | drain_rate=0.065 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.4 %
[INFO] [1790221848.336138314] [sage_energy_monitor]: ENERGY | remaining=97.6 % | voltage=16.16 V | drain_rate=0.065 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.3 %
[INFO] [1790221849.333538259] [sage_energy_monitor]: ENERGY | remaining=97.6 % | voltage=16.15 V | drain_rate=0.064 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.3 %
[INFO] [1790221850.333688811] [sage_energy_monitor]: ENERGY | remaining=97.5 % | voltage=16.15 V | drain_rate=0.064 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.2 %
[INFO] [1790221851.337895341] [sage_energy_monitor]: ENERGY | remaining=97.4 % | voltage=16.15 V | drain_rate=0.064 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.2 %
[INFO] [1790221852.340858467] [sage_energy_monitor]: ENERGY | remaining=97.4 % | voltage=16.15 V | drain_rate=0.063 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.1 %
[INFO] [1790221853.337544290] [sage_energy_monitor]: ENERGY | remaining=97.4 % | voltage=16.15 V | drain_rate=0.062 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.3 % | margin_after_return=77.1 %
[INFO] [1790221854.338323606] [sage_energy_monitor]: ENERGY | remaining=97.3 % | voltage=16.15 V | drain_rate=0.061 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.1 %
[INFO] [1790221855.337649456] [sage_energy_monitor]: ENERGY | remaining=97.3 % | voltage=16.15 V | drain_rate=0.060 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.0 %
[INFO] [1790221856.334110735] [sage_energy_monitor]: ENERGY | remaining=97.2 % | voltage=16.15 V | drain_rate=0.060 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.0 %
[INFO] [1790221857.335462877] [sage_energy_monitor]: ENERGY | remaining=97.1 % | voltage=16.15 V | drain_rate=0.060 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=76.9 %
[INFO] [1790221858.339025517] [sage_energy_monitor]: ENERGY | remaining=97.1 % | voltage=16.15 V | drain_rate=0.060 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=76.8 %
[INFO] [1790221859.333631620] [sage_energy_monitor]: ENERGY | remaining=97.0 % | voltage=16.14 V | drain_rate=0.060 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=76.8 %
[INFO] [1790221860.337223113] [sage_energy_monitor]: ENERGY | remaining=97.0 % | voltage=16.14 V | drain_rate=0.060 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=76.7 %
[INFO] [1790221861.335452353] [sage_energy_monitor]: ENERGY | remaining=96.9 % | voltage=16.14 V | drain_rate=0.060 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=76.7 %
[INFO] [1790221862.336675224] [sage_energy_monitor]: ENERGY | remaining=96.8 % | voltage=16.14 V | drain_rate=0.060 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=76.6 %
[INFO] [1790221863.336107482] [sage_energy_monitor]: ENERGY | remaining=96.8 % | voltage=16.14 V | drain_rate=0.060 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=76.5 %
[INFO] [1790221864.342559385] [sage_energy_monitor]: ENERGY | remaining=96.7 % | voltage=16.14 V | drain_rate=0.059 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=76.5 %
[INFO] [1790221865.335958304] [sage_energy_monitor]: ENERGY | remaining=96.7 % | voltage=16.14 V | drain_rate=0.059 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=76.4 %
[INFO] [1790221866.337675146] [sage_energy_monitor]: ENERGY | remaining=96.6 % | voltage=16.14 V | drain_rate=0.058 %/s | home_distance=0.3 m | return_time=4 s | return_cost=0.2 % | margin_after_return=76.4 %
[INFO] [1790221867.340299024] [sage_energy_monitor]: ENERGY | remaining=96.6 % | voltage=16.14 V | drain_rate=0.058 %/s | home_distance=1.9 m | return_time=6 s | return_cost=0.3 % | margin_after_return=76.2 %
[INFO] [1790221868.336148515] [sage_energy_monitor]: ENERGY | remaining=96.5 % | voltage=16.14 V | drain_rate=0.057 %/s | home_distance=3.7 m | return_time=8 s | return_cost=0.4 % | margin_after_return=76.1 %
[INFO] [1790221869.339251173] [sage_energy_monitor]: ENERGY | remaining=96.5 % | voltage=16.13 V | drain_rate=0.057 %/s | home_distance=4.8 m | return_time=9 s | return_cost=0.5 % | margin_after_return=76.0 %
[INFO] [1790221870.339212118] [sage_energy_monitor]: ENERGY | remaining=96.4 % | voltage=16.13 V | drain_rate=0.057 %/s | home_distance=5.0 m | return_time=9 s | return_cost=0.5 % | margin_after_return=75.9 %
[INFO] [1790221871.338614987] [sage_energy_monitor]: ENERGY | remaining=96.4 % | voltage=16.13 V | drain_rate=0.056 %/s | home_distance=5.1 m | return_time=9 s | return_cost=0.5 % | margin_after_return=75.9 %
[INFO] [1790221872.337935968] [sage_energy_monitor]: ENERGY | remaining=96.3 % | voltage=16.13 V | drain_rate=0.056 %/s | home_distance=5.8 m | return_time=10 s | return_cost=0.5 % | margin_after_return=75.7 %
[INFO] [1790221873.334401940] [sage_energy_monitor]: ENERGY | remaining=96.2 % | voltage=16.13 V | drain_rate=0.056 %/s | home_distance=6.8 m | return_time=11 s | return_cost=0.6 % | margin_after_return=75.6 %
[INFO] [1790221874.338341029] [sage_energy_monitor]: ENERGY | remaining=96.2 % | voltage=16.13 V | drain_rate=0.056 %/s | home_distance=8.2 m | return_time=12 s | return_cost=0.7 % | margin_after_return=75.5 %
[INFO] [1790221875.335552405] [sage_energy_monitor]: ENERGY | remaining=96.1 % | voltage=16.13 V | drain_rate=0.056 %/s | home_distance=9.2 m | return_time=13 s | return_cost=0.7 % | margin_after_return=75.4 %
[INFO] [1790221876.334464021] [sage_energy_monitor]: ENERGY | remaining=96.1 % | voltage=16.13 V | drain_rate=0.055 %/s | home_distance=9.6 m | return_time=14 s | return_cost=0.8 % | margin_after_return=75.3 %
[INFO] [1790221877.335160427] [sage_energy_monitor]: ENERGY | remaining=96.0 % | voltage=16.13 V | drain_rate=0.055 %/s | home_distance=10.3 m | return_time=14 s | return_cost=0.8 % | margin_after_return=75.2 %
[INFO] [1790221878.337162741] [sage_energy_monitor]: ENERGY | remaining=95.9 % | voltage=16.13 V | drain_rate=0.055 %/s | home_distance=11.3 m | return_time=15 s | return_cost=0.8 % | margin_after_return=75.1 %
[INFO] [1790221879.340283785] [sage_energy_monitor]: ENERGY | remaining=95.9 % | voltage=16.12 V | drain_rate=0.055 %/s | home_distance=11.7 m | return_time=15 s | return_cost=0.9 % | margin_after_return=75.0 %
[INFO] [1790221880.343961218] [sage_energy_monitor]: ENERGY | remaining=95.8 % | voltage=16.12 V | drain_rate=0.055 %/s | home_distance=11.6 m | return_time=15 s | return_cost=0.8 % | margin_after_return=75.0 %
[INFO] [1790221881.337954758] [sage_energy_monitor]: ENERGY | remaining=95.8 % | voltage=16.12 V | drain_rate=0.055 %/s | home_distance=11.4 m | return_time=15 s | return_cost=0.8 % | margin_after_return=74.9 %
[INFO] [1790221882.344056305] [sage_energy_monitor]: ENERGY | remaining=95.7 % | voltage=16.12 V | drain_rate=0.055 %/s | home_distance=11.5 m | return_time=15 s | return_cost=0.9 % | margin_after_return=74.9 %
[INFO] [1790221883.335007559] [sage_energy_monitor]: ENERGY | remaining=95.7 % | voltage=16.12 V | drain_rate=0.056 %/s | home_distance=11.1 m | return_time=15 s | return_cost=0.8 % | margin_after_return=74.9 %
[INFO] [1790221884.341789097] [sage_energy_monitor]: ENERGY | remaining=95.6 % | voltage=16.12 V | drain_rate=0.056 %/s | home_distance=10.3 m | return_time=14 s | return_cost=0.8 % | margin_after_return=74.8 %
[INFO] [1790221885.334267202] [sage_energy_monitor]: ENERGY | remaining=95.6 % | voltage=16.12 V | drain_rate=0.056 %/s | home_distance=9.9 m | return_time=14 s | return_cost=0.8 % | margin_after_return=74.8 %
[INFO] [1790221886.342682640] [sage_energy_monitor]: ENERGY | remaining=95.5 % | voltage=16.12 V | drain_rate=0.057 %/s | home_distance=9.8 m | return_time=14 s | return_cost=0.8 % | margin_after_return=74.7 %
[INFO] [1790221887.342263687] [sage_energy_monitor]: ENERGY | remaining=95.5 % | voltage=16.12 V | drain_rate=0.056 %/s | home_distance=10.0 m | return_time=14 s | return_cost=0.8 % | margin_after_return=74.7 %
[INFO] [1790221888.338114449] [sage_energy_monitor]: ENERGY | remaining=95.4 % | voltage=16.12 V | drain_rate=0.056 %/s | home_distance=11.8 m | return_time=16 s | return_cost=0.9 % | margin_after_return=74.5 %
[INFO] [1790221889.335009676] [sage_energy_monitor]: ENERGY | remaining=95.3 % | voltage=16.11 V | drain_rate=0.056 %/s | home_distance=13.4 m | return_time=18 s | return_cost=1.0 % | margin_after_return=74.4 %
[INFO] [1790221890.335655075] [sage_energy_monitor]: ENERGY | remaining=95.3 % | voltage=16.11 V | drain_rate=0.056 %/s | home_distance=13.9 m | return_time=18 s | return_cost=1.0 % | margin_after_return=74.3 %
[INFO] [1790221891.336046580] [sage_energy_monitor]: ENERGY | remaining=95.2 % | voltage=16.11 V | drain_rate=0.056 %/s | home_distance=13.7 m | return_time=18 s | return_cost=1.0 % | margin_after_return=74.2 %
[INFO] [1790221892.337283539] [sage_energy_monitor]: ENERGY | remaining=95.2 % | voltage=16.11 V | drain_rate=0.056 %/s | home_distance=13.4 m | return_time=18 s | return_cost=1.0 % | margin_after_return=74.2 %
[INFO] [1790221893.335884131] [sage_energy_monitor]: ENERGY | remaining=95.1 % | voltage=16.11 V | drain_rate=0.056 %/s | home_distance=13.3 m | return_time=17 s | return_cost=1.0 % | margin_after_return=74.1 %
[INFO] [1790221894.336201813] [sage_energy_monitor]: ENERGY | remaining=95.1 % | voltage=16.11 V | drain_rate=0.056 %/s | home_distance=13.2 m | return_time=17 s | return_cost=1.0 % | margin_after_return=74.1 %
[INFO] [1790221895.334263796] [sage_energy_monitor]: ENERGY | remaining=95.0 % | voltage=16.11 V | drain_rate=0.056 %/s | home_distance=11.9 m | return_time=16 s | return_cost=0.9 % | margin_after_return=74.1 %
[INFO] [1790221896.333786410] [sage_energy_monitor]: ENERGY | remaining=94.9 % | voltage=16.11 V | drain_rate=0.056 %/s | home_distance=9.7 m | return_time=14 s | return_cost=0.8 % | margin_after_return=74.2 %
[INFO] [1790221897.335883788] [sage_energy_monitor]: ENERGY | remaining=94.9 % | voltage=16.11 V | drain_rate=0.056 %/s | home_distance=8.1 m | return_time=12 s | return_cost=0.7 % | margin_after_return=74.2 %
[INFO] [1790221898.337215624] [sage_energy_monitor]: ENERGY | remaining=94.8 % | voltage=16.11 V | drain_rate=0.056 %/s | home_distance=7.3 m | return_time=11 s | return_cost=0.6 % | margin_after_return=74.2 %
[INFO] [1790221899.338298778] [sage_energy_monitor]: ENERGY | remaining=94.8 % | voltage=16.10 V | drain_rate=0.056 %/s | home_distance=7.7 m | return_time=11 s | return_cost=0.6 % | margin_after_return=74.1 %
[INFO] [1790221900.336194545] [sage_energy_monitor]: ENERGY | remaining=94.7 % | voltage=16.10 V | drain_rate=0.056 %/s | home_distance=9.2 m | return_time=13 s | return_cost=0.8 % | margin_after_return=74.0 %
[INFO] [1790221901.337040863] [sage_energy_monitor]: ENERGY | remaining=94.7 % | voltage=16.10 V | drain_rate=0.057 %/s | home_distance=10.7 m | return_time=15 s | return_cost=0.8 % | margin_after_return=73.8 %
[INFO] [1790221902.336302941] [sage_energy_monitor]: ENERGY | remaining=94.6 % | voltage=16.10 V | drain_rate=0.056 %/s | home_distance=11.4 m | return_time=15 s | return_cost=0.9 % | margin_after_return=73.7 %
[INFO] [1790221903.336916911] [sage_energy_monitor]: ENERGY | remaining=94.6 % | voltage=16.10 V | drain_rate=0.056 %/s | home_distance=11.7 m | return_time=15 s | return_cost=0.9 % | margin_after_return=73.7 %
[INFO] [1790221904.338692786] [sage_energy_monitor]: ENERGY | remaining=94.5 % | voltage=16.10 V | drain_rate=0.056 %/s | home_distance=11.7 m | return_time=15 s | return_cost=0.9 % | margin_after_return=73.6 %
[INFO] [1790221905.334999159] [sage_energy_monitor]: ENERGY | remaining=94.4 % | voltage=16.10 V | drain_rate=0.056 %/s | home_distance=11.8 m | return_time=16 s | return_cost=0.9 % | margin_after_return=73.6 %
[INFO] [1790221906.341600832] [sage_energy_monitor]: ENERGY | remaining=94.4 % | voltage=16.10 V | drain_rate=0.056 %/s | home_distance=12.1 m | return_time=16 s | return_cost=0.9 % | margin_after_return=73.5 %
[INFO] [1790221907.339378697] [sage_energy_monitor]: ENERGY | remaining=94.3 % | voltage=16.10 V | drain_rate=0.056 %/s | home_distance=12.2 m | return_time=16 s | return_cost=0.9 % | margin_after_return=73.4 %
[INFO] [1790221908.344400178] [sage_energy_monitor]: ENERGY | remaining=94.3 % | voltage=16.10 V | drain_rate=0.056 %/s | home_distance=11.7 m | return_time=15 s | return_cost=0.9 % | margin_after_return=73.4 %
[INFO] [1790221909.343888718] [sage_energy_monitor]: ENERGY | remaining=94.2 % | voltage=16.09 V | drain_rate=0.056 %/s | home_distance=10.8 m | return_time=14 s | return_cost=0.8 % | margin_after_return=73.4 %
[INFO] [1790221910.334005937] [sage_energy_monitor]: ENERGY | remaining=94.2 % | voltage=16.09 V | drain_rate=0.056 %/s | home_distance=9.4 m | return_time=13 s | return_cost=0.7 % | margin_after_return=73.4 %
[INFO] [1790221911.340650641] [sage_energy_monitor]: ENERGY | remaining=94.1 % | voltage=16.09 V | drain_rate=0.056 %/s | home_distance=7.6 m | return_time=12 s | return_cost=0.7 % | margin_after_return=73.4 %
[INFO] [1790221912.333260599] [sage_energy_monitor]: ENERGY | remaining=94.0 % | voltage=16.09 V | drain_rate=0.056 %/s | home_distance=5.8 m | return_time=10 s | return_cost=0.6 % | margin_after_return=73.5 %
[INFO] [1790221913.336406725] [sage_energy_monitor]: ENERGY | remaining=94.0 % | voltage=16.09 V | drain_rate=0.056 %/s | home_distance=4.1 m | return_time=8 s | return_cost=0.5 % | margin_after_return=73.5 %
[INFO] [1790221914.337395013] [sage_energy_monitor]: ENERGY | remaining=93.9 % | voltage=16.09 V | drain_rate=0.056 %/s | home_distance=3.0 m | return_time=7 s | return_cost=0.4 % | margin_after_return=73.5 %
[INFO] [1790221915.333731314] [sage_energy_monitor]: ENERGY | remaining=93.9 % | voltage=16.09 V | drain_rate=0.056 %/s | home_distance=3.1 m | return_time=7 s | return_cost=0.4 % | margin_after_return=73.5 %
[INFO] [1790221916.338003158] [sage_energy_monitor]: ENERGY | remaining=93.8 % | voltage=16.09 V | drain_rate=0.056 %/s | home_distance=4.3 m | return_time=8 s | return_cost=0.5 % | margin_after_return=73.4 %
[INFO] [1790221917.334152248] [sage_energy_monitor]: ENERGY | remaining=93.8 % | voltage=16.09 V | drain_rate=0.056 %/s | home_distance=6.0 m | return_time=10 s | return_cost=0.6 % | margin_after_return=73.2 %
[INFO] [1790221918.335847521] [sage_energy_monitor]: ENERGY | remaining=93.7 % | voltage=16.09 V | drain_rate=0.056 %/s | home_distance=7.5 m | return_time=11 s | return_cost=0.6 % | margin_after_return=73.1 %
[INFO] [1790221919.337646031] [sage_energy_monitor]: ENERGY | remaining=93.6 % | voltage=16.08 V | drain_rate=0.056 %/s | home_distance=8.2 m | return_time=12 s | return_cost=0.7 % | margin_after_return=73.0 %
[INFO] [1790221920.334893927] [sage_energy_monitor]: ENERGY | remaining=93.6 % | voltage=16.08 V | drain_rate=0.056 %/s | home_distance=7.5 m | return_time=11 s | return_cost=0.6 % | margin_after_return=72.9 %
[INFO] [1790221921.334367273] [sage_energy_monitor]: ENERGY | remaining=93.5 % | voltage=16.08 V | drain_rate=0.056 %/s | home_distance=5.7 m | return_time=10 s | return_cost=0.6 % | margin_after_return=73.0 %
[INFO] [1790221922.340709725] [sage_energy_monitor]: ENERGY | remaining=93.5 % | voltage=16.08 V | drain_rate=0.057 %/s | home_distance=4.4 m | return_time=8 s | return_cost=0.5 % | margin_after_return=73.0 %
[INFO] [1790221923.345487369] [sage_energy_monitor]: ENERGY | remaining=93.4 % | voltage=16.08 V | drain_rate=0.057 %/s | home_distance=4.0 m | return_time=8 s | return_cost=0.5 % | margin_after_return=73.0 %
[INFO] [1790221924.334463359] [sage_energy_monitor]: ENERGY | remaining=93.4 % | voltage=16.08 V | drain_rate=0.057 %/s | home_distance=3.8 m | return_time=8 s | return_cost=0.4 % | margin_after_return=72.9 %
[INFO] [1790221925.337608023] [sage_energy_monitor]: ENERGY | remaining=93.3 % | voltage=16.08 V | drain_rate=0.057 %/s | home_distance=4.3 m | return_time=8 s | return_cost=0.5 % | margin_after_return=72.8 %
[INFO] [1790221926.335037671] [sage_energy_monitor]: ENERGY | remaining=93.2 % | voltage=16.08 V | drain_rate=0.057 %/s | home_distance=4.6 m | return_time=8 s | return_cost=0.5 % | margin_after_return=72.8 %
[INFO] [1790221927.333548418] [sage_energy_monitor]: ENERGY | remaining=93.2 % | voltage=16.08 V | drain_rate=0.057 %/s | home_distance=3.7 m | return_time=8 s | return_cost=0.4 % | margin_after_return=72.8 %
[INFO] [1790221928.338040838] [sage_energy_monitor]: ENERGY | remaining=93.1 % | voltage=16.07 V | drain_rate=0.057 %/s | home_distance=3.5 m | return_time=8 s | return_cost=0.4 % | margin_after_return=72.7 %
[INFO] [1790221929.338439753] [sage_energy_monitor]: ENERGY | remaining=93.1 % | voltage=16.07 V | drain_rate=0.057 %/s | home_distance=4.3 m | return_time=8 s | return_cost=0.5 % | margin_after_return=72.6 %
[INFO] [1790221930.335663722] [sage_energy_monitor]: ENERGY | remaining=93.0 % | voltage=16.07 V | drain_rate=0.057 %/s | home_distance=5.8 m | return_time=10 s | return_cost=0.6 % | margin_after_return=72.5 %
[INFO] [1790221931.340294760] [sage_energy_monitor]: ENERGY | remaining=93.0 % | voltage=16.07 V | drain_rate=0.056 %/s | home_distance=7.3 m | return_time=11 s | return_cost=0.6 % | margin_after_return=72.3 %
[INFO] [1790221932.341409519] [sage_energy_monitor]: ENERGY | remaining=92.9 % | voltage=16.07 V | drain_rate=0.056 %/s | home_distance=8.3 m | return_time=12 s | return_cost=0.7 % | margin_after_return=72.2 %
[INFO] [1790221933.340920061] [sage_energy_monitor]: ENERGY | remaining=92.9 % | voltage=16.07 V | drain_rate=0.056 %/s | home_distance=8.7 m | return_time=13 s | return_cost=0.7 % | margin_after_return=72.1 %
[INFO] [1790221934.335980787] [sage_energy_monitor]: ENERGY | remaining=92.8 % | voltage=16.07 V | drain_rate=0.056 %/s | home_distance=8.8 m | return_time=13 s | return_cost=0.7 % | margin_after_return=72.1 %
[INFO] [1790221935.342256951] [sage_energy_monitor]: ENERGY | remaining=92.7 % | voltage=16.07 V | drain_rate=0.056 %/s | home_distance=8.7 m | return_time=13 s | return_cost=0.7 % | margin_after_return=72.0 %
[INFO] [1790221936.334258235] [sage_energy_monitor]: ENERGY | remaining=92.7 % | voltage=16.07 V | drain_rate=0.056 %/s | home_distance=8.7 m | return_time=13 s | return_cost=0.7 % | margin_after_return=72.0 %
[INFO] [1790221937.336683042] [sage_energy_monitor]: ENERGY | remaining=92.6 % | voltage=16.07 V | drain_rate=0.056 %/s | home_distance=8.6 m | return_time=13 s | return_cost=0.7 % | margin_after_return=71.9 %
[INFO] [1790221938.333845596] [sage_energy_monitor]: ENERGY | remaining=92.6 % | voltage=16.07 V | drain_rate=0.056 %/s | home_distance=8.6 m | return_time=13 s | return_cost=0.7 % | margin_after_return=71.9 %
[INFO] [1790221939.337555871] [sage_energy_monitor]: ENERGY | remaining=92.5 % | voltage=16.06 V | drain_rate=0.056 %/s | home_distance=8.6 m | return_time=12 s | return_cost=0.7 % | margin_after_return=71.8 %
[INFO] [1790221940.334500126] [sage_energy_monitor]: ENERGY | remaining=92.5 % | voltage=16.06 V | drain_rate=0.056 %/s | home_distance=8.6 m | return_time=12 s | return_cost=0.7 % | margin_after_return=71.8 %
[INFO] [1790221941.333527662] [sage_energy_monitor]: ENERGY | remaining=92.4 % | voltage=16.06 V | drain_rate=0.056 %/s | home_distance=8.4 m | return_time=12 s | return_cost=0.7 % | margin_after_return=71.7 %
[INFO] [1790221942.334332216] [sage_energy_monitor]: ENERGY | remaining=92.4 % | voltage=16.06 V | drain_rate=0.056 %/s | home_distance=7.5 m | return_time=11 s | return_cost=0.6 % | margin_after_return=71.7 %
[INFO] [1790221943.336930953] [sage_energy_monitor]: ENERGY | remaining=92.3 % | voltage=16.06 V | drain_rate=0.056 %/s | home_distance=6.6 m | return_time=11 s | return_cost=0.6 % | margin_after_return=71.7 %
[INFO] [1790221944.335174150] [sage_energy_monitor]: ENERGY | remaining=92.2 % | voltage=16.06 V | drain_rate=0.056 %/s | home_distance=6.3 m | return_time=10 s | return_cost=0.6 % | margin_after_return=71.7 %
[INFO] [1790221945.335143397] [sage_energy_monitor]: ENERGY | remaining=92.2 % | voltage=16.06 V | drain_rate=0.056 %/s | home_distance=6.1 m | return_time=10 s | return_cost=0.6 % | margin_after_return=71.6 %
[INFO] [1790221946.337567680] [sage_energy_monitor]: ENERGY | remaining=92.1 % | voltage=16.06 V | drain_rate=0.056 %/s | home_distance=6.0 m | return_time=10 s | return_cost=0.6 % | margin_after_return=71.6 %
[INFO] [1790221947.334234751] [sage_energy_monitor]: ENERGY | remaining=92.1 % | voltage=16.06 V | drain_rate=0.056 %/s | home_distance=5.9 m | return_time=10 s | return_cost=0.6 % | margin_after_return=71.5 %
[INFO] [1790221948.333971426] [sage_energy_monitor]: ENERGY | remaining=92.0 % | voltage=16.05 V | drain_rate=0.057 %/s | home_distance=5.9 m | return_time=10 s | return_cost=0.6 % | margin_after_return=71.5 %
[INFO] [1790221949.334285580] [sage_energy_monitor]: ENERGY | remaining=92.0 % | voltage=16.05 V | drain_rate=0.057 %/s | home_distance=6.0 m | return_time=10 s | return_cost=0.6 % | margin_after_return=71.4 %
[INFO] [1790221950.333244332] [sage_energy_monitor]: ENERGY | remaining=91.9 % | voltage=16.05 V | drain_rate=0.057 %/s | home_distance=6.0 m | return_time=10 s | return_cost=0.6 % | margin_after_return=71.3 %
