[INFO] [1790308926.894206172] [sage_energy_monitor]: SAGE energy monitor started.
[INFO] [1790308926.895462240] [sage_energy_monitor]: Cruise speed 1.0 m/s | reserve 0.20
[INFO] [1790308929.759361021] [sage_energy_monitor]: ENERGY | remaining=99.0 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.1 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790308930.760357447] [sage_energy_monitor]: ENERGY | remaining=99.0 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.0 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790308931.759588513] [sage_energy_monitor]: ENERGY | remaining=98.9 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.0 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790308932.760576973] [sage_energy_monitor]: ENERGY | remaining=98.9 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.0 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790308933.759540582] [sage_energy_monitor]: ENERGY | remaining=98.8 % | voltage=16.18 V | drain_rate=n/a | home_distance=0.0 m | return_time=4 s | return_cost=n/a | margin_after_return=n/a
[INFO] [1790308934.760346466] [sage_energy_monitor]: ENERGY | remaining=98.8 % | voltage=16.18 V | drain_rate=0.050 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.6 %
[INFO] [1790308935.761401010] [sage_energy_monitor]: ENERGY | remaining=98.7 % | voltage=16.18 V | drain_rate=0.050 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.6 %
[INFO] [1790308936.762321923] [sage_energy_monitor]: ENERGY | remaining=98.7 % | voltage=16.18 V | drain_rate=0.049 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.5 %
[INFO] [1790308937.762295449] [sage_energy_monitor]: ENERGY | remaining=98.7 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.5 %
[INFO] [1790308938.764490229] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.4 %
[INFO] [1790308939.759699741] [sage_energy_monitor]: ENERGY | remaining=98.6 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.4 %
[INFO] [1790308940.759806581] [sage_energy_monitor]: ENERGY | remaining=98.5 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.3 %
[INFO] [1790308941.761400914] [sage_energy_monitor]: ENERGY | remaining=98.5 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.3 %
[INFO] [1790308942.759965125] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.2 %
[INFO] [1790308943.762056773] [sage_energy_monitor]: ENERGY | remaining=98.4 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.2 %
[INFO] [1790308944.762450176] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.1 %
[INFO] [1790308945.759720364] [sage_energy_monitor]: ENERGY | remaining=98.3 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.1 %
[INFO] [1790308946.759471921] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.0 %
[INFO] [1790308947.759567501] [sage_energy_monitor]: ENERGY | remaining=98.2 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=78.0 %
[INFO] [1790308948.760327363] [sage_energy_monitor]: ENERGY | remaining=98.1 % | voltage=16.17 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.9 %
[INFO] [1790308949.762637052] [sage_energy_monitor]: ENERGY | remaining=98.1 % | voltage=16.16 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.9 %
[INFO] [1790308950.760142790] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.8 %
[INFO] [1790308951.766850891] [sage_energy_monitor]: ENERGY | remaining=98.0 % | voltage=16.16 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.8 %
[INFO] [1790308952.760453838] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.7 %
[INFO] [1790308953.762818248] [sage_energy_monitor]: ENERGY | remaining=97.9 % | voltage=16.16 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.7 %
[INFO] [1790308954.763263255] [sage_energy_monitor]: ENERGY | remaining=97.8 % | voltage=16.16 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.6 %
[INFO] [1790308955.761701555] [sage_energy_monitor]: ENERGY | remaining=97.8 % | voltage=16.16 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.6 %
[INFO] [1790308956.760515385] [sage_energy_monitor]: ENERGY | remaining=97.7 % | voltage=16.16 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.5 %
[INFO] [1790308957.759562821] [sage_energy_monitor]: ENERGY | remaining=97.7 % | voltage=16.16 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.5 %
[INFO] [1790308958.759149331] [sage_energy_monitor]: ENERGY | remaining=97.6 % | voltage=16.16 V | drain_rate=0.048 %/s | home_distance=0.0 m | return_time=4 s | return_cost=0.2 % | margin_after_return=77.4 %
